exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113714	8	0.011764	60	0	60-180	60	83	NoGap	1	1	2	3	0	distractor	1	2037	0	0	11.978	11.754	35.291
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113727	8	0.011764	60	0	60-180	60	79	NoGap	1	2	2	45	1	target	1	496	752	752	11.813	11.753	23.527
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113757	8	0.011764	60	0	60-180	60	146	NoGap	1	3	2	1	1	target	1	508	746	1498	11.765	11.753	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113805	8	0.011764	60	0	60-180	60	111	NoGap	1	4	2	1	0	distractor	1	473	764	2262	11.765	11.727	11.795
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113812	8	0.011764	60	0	60-180	60	145	NoGap	1	5	2	0	0	distractor	1	555	723	2985	11.765	11.753	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113820	8	0.011764	60	0	60-180	60	113	NoGap	1	6	2	45	0	distractor	1	602	699	3684	11.765	11.740	11.793
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113828	8	0.011764	60	0	60-180	60	168	NoGap	1	7	2	3	1	target	1	402	799	4483	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113835	8	0.011764	60	0	60-180	60	75	NoGap	1	8	2	45	0	distractor	1	438	781	5264	11.765	11.753	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113841	8	0.011764	60	0	60-180	60	103	NoGap	1	9	2	1	0	target	0	496	-1000	4264	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113847	8	0.011764	60	0	60-180	60	113	NoGap	1	10	2	1	1	target	1	520	740	5004	11.765	11.743	11.785
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113853	8	0.011764	60	0	60-180	60	97	NoGap	1	11	2	1	0	distractor	1	485	758	5762	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113859	8	0.011764	60	0	60-180	60	180	NoGap	1	12	2	0	1	target	1	473	764	6526	11.765	11.749	11.786
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113906	8	0.011764	60	0	60-180	60	142	NoGap	1	13	2	45	1	distractor	0	743	-1000	5526	11.765	11.755	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113913	8	0.011764	60	0	60-180	60	103	NoGap	1	14	2	1	0	distractor	1	473	764	6290	11.765	11.753	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113920	8	0.011764	60	0	60-180	60	167	NoGap	1	15	2	3	0	distractor	1	520	740	7030	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113927	8	0.011764	60	0	60-180	60	154	NoGap	1	16	2	45	1	target	1	497	752	7782	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113933	8	0.011764	60	0	60-180	60	83	NoGap	1	17	2	3	0	distractor	1	626	687	8469	11.765	11.753	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113939	8	0.011764	60	0	60-180	60	85	NoGap	1	18	2	0	1	target	1	520	740	9209	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113944	8	0.011764	60	0	60-180	60	79	NoGap	1	19	2	0	0	distractor	1	508	746	9955	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113949	8	0.011764	60	0	60-180	60	108	NoGap	1	20	2	45	1	target	1	602	699	10654	11.765	11.753	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.113956	8	0.011764	60	0	60-180	60	69	NoGap	1	21	2	0	0	distractor	1	437	782	11436	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114001	8	0.011764	60	0	60-180	60	78	NoGap	1	22	2	3	0	distractor	1	602	699	12135	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114007	8	0.011764	60	0	60-180	60	109	NoGap	1	23	2	1	1	target	1	415	793	12928	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114012	8	0.011764	60	0	60-180	60	68	NoGap	1	24	2	1	1	target	1	426	787	13715	11.765	11.753	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114017	8	0.011764	60	0	60-180	60	178	NoGap	1	25	2	0	1	target	1	402	799	14514	11.765	11.754	11.778
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114024	8	0.011764	60	0	60-180	60	65	NoGap	1	26	2	45	0	distractor	1	379	811	15325	11.765	11.755	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114029	8	0.011764	60	0	60-180	60	99	NoGap	1	27	2	3	1	target	1	367	817	16142	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114034	8	0.011764	60	0	60-180	60	93	NoGap	1	28	2	45	1	target	1	343	829	16971	11.765	11.749	11.778
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114040	8	0.011764	60	0	60-180	60	134	NoGap	1	29	2	0	1	target	1	355	823	17794	11.765	11.748	11.784
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114046	8	0.011764	60	0	60-180	60	80	NoGap	1	30	2	45	0	distractor	1	473	764	18558	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114052	8	0.011764	60	0	60-180	60	96	NoGap	1	31	2	0	1	target	1	426	787	19345	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114058	8	0.011764	60	0	60-180	60	178	NoGap	1	32	2	1	0	distractor	1	391	805	20150	11.765	11.755	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114104	8	0.011764	60	0	60-180	60	122	NoGap	1	33	2	3	1	target	1	426	787	20937	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114110	8	0.011764	60	0	60-180	60	117	NoGap	1	34	2	3	1	target	1	426	787	21724	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114116	8	0.011764	60	0	60-180	60	84	NoGap	1	35	2	3	1	target	1	332	834	22558	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114121	8	0.011764	60	0	60-180	60	169	NoGap	1	36	2	45	0	distractor	1	520	740	23298	11.765	11.752	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114128	8	0.011764	60	0	60-180	60	95	NoGap	1	37	2	3	0	target	0	543	-1000	22298	11.765	11.755	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114134	8	0.011764	60	0	60-180	60	97	NoGap	1	38	2	0	0	distractor	1	638	681	22979	11.765	11.756	11.778
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114142	8	0.011764	60	0	60-180	60	150	NoGap	1	39	2	0	0	distractor	1	579	711	23690	11.765	11.753	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.113644	20101014.114148	8	0.011764	60	0	60-180	60	165	NoGap	1	40	2	1	1	target	1	343	829	24519	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114251	8	0.011766	60	0	60-180	60	172	GapPrac	1	1	2	45	1	target	1	438	781	25300	11.907	11.739	35.293
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114301	8	0.011766	60	10	60-180	60	156	GapPrac	1	2	2	45	0	distractor	1	555	723	26023	11.765	11.753	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114309	8	0.011766	60	0	60-180	60	123	GapPrac	1	3	2	1	0	distractor	1	414	793	26816	11.915	11.753	23.527
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114315	8	0.011766	60	0	60-180	60	160	GapPrac	1	4	2	3	1	target	1	496	752	27568	11.765	11.754	11.781
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114322	8	0.011766	60	10	60-180	60	78	GapPrac	1	5	2	0	0	distractor	1	625	688	28256	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114328	8	0.011766	60	0	60-180	60	98	GapPrac	1	6	2	0	0	distractor	1	708	646	28902	11.765	11.753	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114334	8	0.011766	60	10	60-180	60	88	GapPrac	1	7	2	3	1	target	1	367	817	29719	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114340	8	0.011766	60	0	60-180	60	153	GapPrac	1	8	2	45	1	target	1	391	805	30524	11.765	11.753	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114348	8	0.011766	60	0	60-180	60	68	GapPrac	1	9	2	3	0	distractor	1	496	752	31276	11.765	11.739	11.785
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114353	8	0.011766	60	0	60-180	60	145	GapPrac	1	10	2	1	1	target	1	520	740	32016	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114359	8	0.011766	60	10	60-180	60	169	GapPrac	1	11	2	3	0	distractor	1	438	781	32797	11.765	11.753	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114406	8	0.011766	60	10	60-180	60	127	GapPrac	1	12	2	45	1	target	1	449	776	33573	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114413	8	0.011766	60	10	60-180	60	126	GapPrac	1	13	2	1	0	distractor	1	508	746	34319	11.765	11.752	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114419	8	0.011766	60	0	60-180	60	142	GapPrac	1	14	2	45	0	distractor	1	520	740	35059	11.765	11.713	11.821
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114426	8	0.011766	60	10	60-180	60	173	GapPrac	1	15	2	0	1	target	1	437	782	35841	11.765	11.754	11.777
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114433	8	0.011766	60	0	60-180	60	164	GapPrac	1	16	2	1	0	distractor	1	461	770	36611	11.765	11.752	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114439	8	0.011766	60	10	60-180	60	72	GapPrac	1	17	2	45	0	distractor	1	485	758	37369	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114445	8	0.011766	60	0	60-180	60	157	GapPrac	1	18	2	0	1	target	1	508	746	38115	11.765	11.754	11.778
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114451	8	0.011766	60	10	60-180	60	171	GapPrac	1	19	2	1	1	target	1	438	781	38896	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114240	20101014.114458	8	0.011766	60	0	60-180	60	100	GapPrac	1	20	2	3	1	target	1	532	734	39630	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114601	8	0.011766	60	10	60-180	60	71	GapExp	1	1	2	3	0	distractor	1	485	758	40388	11.940	11.753	23.533
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114609	8	0.011766	60	10	60-180	60	179	GapExp	1	2	2	3	1	target	1	414	793	41181	11.842	11.750	11.782
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114618	8	0.011766	60	10	60-180	60	83	GapExp	1	3	2	45	0	distractor	1	438	781	41962	11.765	11.753	11.778
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114628	8	0.011766	60	0	60-180	60	90	GapExp	1	4	2	3	0	distractor	1	825	588	42550	11.817	11.754	23.525
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114635	8	0.011766	60	0	60-180	60	100	GapExp	1	5	2	0	0	distractor	1	532	734	43284	11.765	11.755	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114642	8	0.011766	60	0	60-180	60	61	GapExp	1	6	2	45	1	target	1	414	793	44077	11.765	11.754	11.776
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114647	8	0.011766	60	0	60-180	60	114	GapExp	1	7	2	0	1	target	1	532	734	44811	11.765	11.754	11.775
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114653	8	0.011766	60	0	60-180	60	82	GapExp	1	8	2	1	0	distractor	1	450	775	45586	11.765	11.754	11.774
ProbeTrack12	3	ProbeTrack	11.3	WolfelabSpurzheim	20101014.114534	20101014.114659	8	0.011766	60	10	60-180	60	107	GapExp	1	9	2	0	1	distractor	0	367	-1000	44586	11.765	11.753	11.777
