exp	sub	code	rev	comp	runtime	trialtime	stdt	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104100	single-task	8	0.013328	60	0	60-180	60	76	NoGap	1	1	2	6	1	target	1	1093	454	454	13.328	13.309	13.347
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104106	single-task	8	0.013328	60	0	60-180	60	113	NoGap	1	2	2	1	1	target	1	880	560	1014	13.328	13.227	13.430
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104111	single-task	8	0.013328	60	0	60-180	60	67	NoGap	1	3	2	9	0	distractor	1	787	607	1621	13.328	12.979	13.677
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104117	single-task	8	0.013328	60	0	60-180	60	72	NoGap	1	4	2	3	0	distractor	1	920	540	2161	13.328	12.879	13.774
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104122	single-task	8	0.013328	60	0	60-180	60	144	NoGap	1	5	2	6	0	distractor	1	680	660	2821	13.328	12.910	13.751
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104128	single-task	8	0.013328	60	0	60-180	60	160	NoGap	1	6	2	3	0	distractor	1	667	667	3488	13.328	12.944	13.720
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104134	single-task	8	0.013328	60	0	60-180	60	91	NoGap	1	7	2	45	0	distractor	1	573	714	4202	13.328	12.931	13.368
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104140	single-task	8	0.013328	60	0	60-180	60	160	NoGap	1	8	2	1	0	distractor	1	654	673	4875	13.421	13.298	39.998
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104146	single-task	8	0.013328	60	0	60-180	60	112	NoGap	1	9	2	9	1	target	1	707	647	5522	13.328	13.298	13.362
DTProbeTrack03	15	ProbeTrackDT	1.1	SCS215a	20110121.104018	20110121.104151	single-task	8	0.013328	60	0	60-180	60	142	NoGap	1	10	2	9	0	distractor	1	614	693	6215	13.328	12.984	13.663
