exp	sub	code	rev	comp	runtime	trialtime	stdt	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105543	single-task	8	0.013328	60	0	60-180	60	172	NoGap	1	1	2	1	0	83	-3	1573	-1000	-1000	13.328	12.838	13.810
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105550	single-task	8	0.013328	60	0	60-180	60	160	NoGap	1	2	2	6	0	distractor	1	1560	220	-780	13.328	13.114	13.546
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105557	single-task	8	0.013328	60	0	60-180	60	117	NoGap	1	3	2	45	0	distractor	1	1253	374	-406	13.328	13.095	13.562
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105604	single-task	8	0.013328	60	0	60-180	60	178	NoGap	1	4	2	45	0	target	0	600	-1000	-1406	13.328	12.945	13.715
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105611	single-task	8	0.013328	60	0	60-180	60	74	NoGap	1	5	2	3	0	distractor	1	1320	340	-1066	13.328	13.097	13.557
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105616	single-task	8	0.013328	60	0	60-180	60	137	NoGap	1	6	2	1	0	distractor	1	720	640	-426	13.328	13.098	13.551
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105622	single-task	8	0.013328	60	0	60-180	60	126	NoGap	1	7	2	1	0	distractor	1	587	707	281	13.328	13.060	13.597
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105628	single-task	8	0.013328	60	0	60-180	60	147	NoGap	1	8	2	9	0	distractor	1	560	720	1001	13.328	13.303	13.355
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105634	single-task	8	0.013328	60	0	60-180	60	80	NoGap	1	9	2	1	1	target	1	600	700	1701	13.328	12.898	13.759
DTProbeTrack03	13	ProbeTrackDT	1.1	SCS215a	20101124.105537	20101124.105639	single-task	8	0.013328	60	0	60-180	60	91	NoGap	1	10	2	9	1	target	1	694	653	2354	13.328	12.856	13.799
