exp	sub	code	rev	comp	runtime	trialtime	stdt	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143344	single-task	8	0.013327	60	0	60-180	60	101	NoGap	1	1	2	9	1	target	1	1933	34	34	13.328	13.098	13.557
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143351	single-task	8	0.013327	60	0	60-180	60	66	NoGap	1	2	2	3	0	distractor	1	2413	0	34	13.328	12.949	13.694
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143357	single-task	8	0.013327	60	0	60-180	60	165	NoGap	1	3	2	1	1	target	1	2706	0	34	13.328	12.912	13.722
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143406	single-task	8	0.013327	60	0	60-180	60	130	NoGap	1	4	2	45	0	distractor	1	2199	0	34	13.328	13.107	13.550
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143414	single-task	8	0.013327	60	0	60-180	60	136	NoGap	1	5	2	6	1	target	1	1440	280	314	13.328	13.074	13.568
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143420	single-task	8	0.013327	60	0	60-180	60	150	NoGap	1	6	2	9	1	target	1	1626	187	501	13.328	12.884	13.782
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143428	single-task	8	0.013327	60	0	60-180	60	174	NoGap	1	7	2	45	1	target	1	1600	200	701	13.328	12.879	13.773
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143435	single-task	8	0.013327	60	0	60-180	60	134	NoGap	1	8	2	9	0	distractor	1	1093	454	1155	13.328	13.286	13.371
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143442	single-task	8	0.013327	60	0	60-180	60	142	NoGap	1	9	2	45	0	distractor	1	1093	454	1609	13.328	12.913	13.743
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143449	single-task	8	0.013327	60	0	60-180	60	119	NoGap	1	10	2	6	1	target	1	1067	467	2076	13.328	13.085	13.562
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143455	single-task	8	0.013327	60	0	60-180	60	160	NoGap	1	11	2	6	1	target	1	960	520	2596	13.328	12.900	13.751
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143501	single-task	8	0.013327	60	0	60-180	60	156	NoGap	1	12	2	3	1	target	1	1120	440	3036	13.328	12.978	13.672
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143508	single-task	8	0.013327	60	0	60-180	60	127	NoGap	1	13	2	45	1	target	1	1440	280	3316	13.328	13.011	13.645
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143515	single-task	8	0.013327	60	0	60-180	60	164	NoGap	1	14	2	45	1	target	1	1280	360	3676	13.328	13.092	13.543
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143523	single-task	8	0.013327	60	0	60-180	60	80	NoGap	1	15	2	3	1	target	1	1520	240	3916	13.327	13.099	13.568
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143528	single-task	8	0.013327	60	0	60-180	60	107	NoGap	1	16	2	45	0	distractor	1	1067	467	4383	13.374	12.847	26.652
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143535	single-task	8	0.013327	60	0	60-180	60	133	NoGap	1	17	2	1	1	target	1	1466	267	4650	13.328	13.010	13.618
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143542	single-task	8	0.013327	60	0	60-180	60	133	NoGap	1	18	2	45	0	distractor	1	1067	467	5117	13.328	12.864	13.787
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143548	single-task	8	0.013327	60	0	60-180	60	170	NoGap	1	19	2	3	1	target	1	1107	447	5564	13.328	13.096	13.553
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143555	single-task	8	0.013327	60	0	60-180	60	93	NoGap	1	20	2	6	0	distractor	1	1946	27	5591	13.328	13.141	13.493
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143602	single-task	8	0.013327	60	0	60-180	60	76	NoGap	1	21	2	1	0	distractor	1	1293	354	5945	13.328	13.310	13.348
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143607	single-task	8	0.013327	60	0	60-180	60	124	NoGap	1	22	2	45	1	target	1	1333	334	6279	13.328	12.912	13.752
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143614	single-task	8	0.013327	60	0	60-180	60	79	NoGap	1	23	2	6	1	target	1	1893	54	6333	13.328	13.275	13.375
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143621	single-task	8	0.013327	60	0	60-180	60	126	NoGap	1	24	2	9	0	distractor	1	1013	494	6827	13.328	12.896	13.759
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143627	single-task	8	0.013327	60	0	60-180	60	81	NoGap	1	25	2	1	0	distractor	1	827	587	7414	13.328	13.109	13.552
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143632	single-task	8	0.013327	60	0	60-180	60	93	NoGap	1	26	2	1	0	distractor	1	907	547	7961	13.328	13.094	13.559
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143638	single-task	8	0.013327	60	0	60-180	60	78	NoGap	1	27	2	3	0	distractor	1	1520	240	8201	13.328	13.156	13.496
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143643	single-task	8	0.013327	60	0	60-180	60	103	NoGap	1	28	2	3	1	target	1	893	554	8755	13.328	12.969	13.673
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143649	single-task	8	0.013327	60	0	60-180	60	177	NoGap	1	29	2	3	0	distractor	1	1053	474	9229	13.328	12.868	13.802
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143656	single-task	8	0.013327	60	0	60-180	60	115	NoGap	1	30	2	1	1	target	1	907	547	9776	13.328	12.873	13.785
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143702	single-task	8	0.013327	60	0	60-180	60	154	NoGap	1	31	2	3	0	distractor	1	1107	447	10223	13.328	13.024	13.634
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143708	single-task	8	0.013327	60	0	60-180	60	135	NoGap	1	32	2	1	0	distractor	1	1093	454	10677	13.328	13.081	13.564
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143715	single-task	8	0.013327	60	0	60-180	60	151	NoGap	1	33	2	6	0	distractor	1	1400	300	10977	13.328	13.268	13.389
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143721	single-task	8	0.013327	60	0	60-180	60	170	NoGap	1	34	2	1	1	target	1	1093	454	11431	13.328	13.028	13.616
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143728	single-task	8	0.013327	60	0	60-180	60	160	NoGap	1	35	2	9	1	target	1	1426	287	11718	13.328	13.083	13.556
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143735	single-task	8	0.013327	60	0	60-180	60	120	NoGap	1	36	2	6	0	distractor	1	1040	480	12198	13.328	13.097	13.550
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143741	single-task	8	0.013327	60	0	60-180	60	75	NoGap	1	37	2	6	0	distractor	1	853	574	12772	13.328	12.976	13.690
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143746	single-task	8	0.013327	60	0	60-180	60	72	NoGap	1	38	2	9	0	distractor	1	1093	454	13226	13.328	13.306	13.356
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143752	single-task	8	0.013327	60	0	60-180	60	97	NoGap	1	39	2	9	0	distractor	1	1293	354	13580	13.328	13.307	13.348
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143332	20110128.143758	single-task	8	0.013327	60	0	60-180	60	111	NoGap	1	40	2	9	1	target	1	987	507	14087	13.328	13.106	13.555
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143904	single-task	8	0.013327	60	10	60-180	60	94	GapPrac	1	1	2	6	1	target	1	1453	274	14361	13.328	12.888	13.767
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143910	single-task	8	0.013327	60	10	60-180	60	172	GapPrac	1	2	2	6	0	distractor	1	1013	494	14855	13.328	12.929	13.736
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143917	single-task	8	0.013327	60	10	60-180	60	131	GapPrac	1	3	2	45	0	distractor	1	1133	434	15289	13.328	12.912	13.755
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143924	single-task	8	0.013327	60	10	60-180	60	171	GapPrac	1	4	2	9	1	target	1	1160	420	15709	13.328	13.115	13.547
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143931	single-task	8	0.013327	60	10	60-180	60	84	GapPrac	1	5	2	9	0	distractor	1	1160	420	16129	13.328	13.308	13.349
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143937	single-task	8	0.013327	60	10	60-180	60	96	GapPrac	1	6	2	45	0	target	0	973	-1000	15129	13.328	13.000	13.662
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143943	single-task	8	0.013327	60	10	60-180	60	148	GapPrac	1	7	2	6	0	target	0	1240	-1000	14129	13.328	13.049	13.600
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143950	single-task	8	0.013327	60	10	60-180	60	136	GapPrac	1	8	2	1	0	distractor	1	1160	420	14549	13.328	13.103	13.552
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.143956	single-task	8	0.013327	60	10	60-180	60	92	GapPrac	1	9	2	9	0	distractor	1	1186	407	14956	13.328	13.097	13.565
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144002	single-task	8	0.013327	60	10	60-180	60	126	GapPrac	1	10	2	1	1	target	1	1040	480	15436	13.328	12.915	13.743
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144008	single-task	8	0.013327	60	10	60-180	60	145	GapPrac	1	11	2	1	0	distractor	1	1133	434	15870	13.328	12.860	13.788
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144015	single-task	8	0.013327	60	10	60-180	60	154	GapPrac	1	12	2	45	1	target	1	787	607	16477	13.328	13.091	13.558
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144022	single-task	8	0.013327	60	10	60-180	60	179	GapPrac	1	13	2	6	1	target	1	920	540	17017	13.328	12.885	13.559
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144029	single-task	8	0.013327	60	10	60-180	60	180	GapPrac	1	14	2	3	1	target	1	1107	447	17464	13.328	13.110	13.548
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144036	single-task	8	0.013327	60	10	60-180	60	164	GapPrac	1	15	2	3	0	distractor	1	1147	427	17891	13.328	13.107	13.544
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144043	single-task	8	0.013327	60	10	60-180	60	96	GapPrac	1	16	2	3	1	target	1	1013	494	18385	13.328	12.982	13.671
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144048	single-task	8	0.013327	60	10	60-180	60	119	GapPrac	1	17	2	1	1	target	1	1040	480	18865	13.328	13.084	13.579
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144054	single-task	8	0.013327	60	10	60-180	60	116	GapPrac	1	18	2	9	1	target	1	1107	447	19312	13.328	13.308	13.346
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144101	single-task	8	0.013327	60	10	60-180	60	144	GapPrac	1	19	2	45	1	target	1	1040	480	19792	13.328	12.973	13.671
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.143854	20110128.144108	single-task	8	0.013327	60	10	60-180	60	65	GapPrac	1	20	2	3	0	target	0	1413	-1000	18792	13.328	13.308	13.344
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144227	single-task	8	0.013328	60	10	60-180	60	164	GapExp	1	1	2	45	0	distractor	1	1013	494	19286	13.328	13.116	13.519
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144234	single-task	8	0.013328	60	10	60-180	60	115	GapExp	1	2	2	9	1	target	1	1080	460	19746	13.328	13.307	13.346
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144241	single-task	8	0.013328	60	10	60-180	60	71	GapExp	1	3	2	9	0	distractor	1	1053	474	20220	13.328	12.922	13.738
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144246	single-task	8	0.013328	60	10	60-180	60	92	GapExp	1	4	2	3	1	target	1	827	587	20807	13.328	13.137	13.524
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144252	single-task	8	0.013328	60	10	60-180	60	84	GapExp	1	5	2	1	1	target	1	1120	440	21247	13.328	12.938	13.718
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144257	single-task	8	0.013328	60	10	60-180	60	91	GapExp	0	6	2	9	1	target	1	1133	434	21681	13.328	12.889	13.758
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144303	single-task	8	0.013328	60	10	60-180	60	78	GapExp	0	7	2	6	1	target	1	987	507	22188	13.328	13.075	13.589
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144309	single-task	8	0.013328	60	10	60-180	60	109	GapExp	0	8	2	3	0	distractor	1	1107	447	22635	13.328	13.233	13.426
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144315	single-task	8	0.013328	60	10	60-180	60	130	GapExp	0	9	2	1	0	distractor	1	853	574	23209	13.328	12.872	13.790
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144321	single-task	8	0.013328	60	10	60-180	60	148	GapExp	0	10	2	6	1	target	1	1893	54	23263	13.328	12.895	13.771
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144328	single-task	8	0.013328	60	10	60-180	60	92	GapExp	0	11	2	45	1	target	1	1933	34	23297	13.328	12.851	13.804
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144336	single-task	8	0.013328	60	10	60-180	60	130	GapExp	0	12	2	45	1	target	1	534	733	24030	13.328	13.307	13.348
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144342	single-task	8	0.013328	60	10	60-180	60	74	GapExp	0	13	2	6	1	target	1	1107	447	24477	13.328	13.017	13.654
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144347	single-task	8	0.013328	60	10	60-180	60	97	GapExp	0	14	2	45	1	target	1	653	674	25151	13.328	13.099	13.556
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144353	single-task	8	0.013328	60	10	60-180	60	158	GapExp	0	15	2	6	1	target	1	1093	454	25605	13.328	13.062	13.664
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144400	single-task	8	0.013328	60	10	60-180	60	100	GapExp	0	16	2	45	1	target	1	747	627	26232	13.328	13.105	13.551
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144406	single-task	8	0.013328	60	10	60-180	60	86	GapExp	0	17	2	9	0	distractor	1	1493	254	26486	13.328	13.104	13.557
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144413	single-task	8	0.013328	60	10	60-180	60	132	GapExp	0	18	2	3	0	distractor	1	1506	247	26733	13.328	13.080	13.566
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144419	single-task	8	0.013328	60	10	60-180	60	93	GapExp	0	19	2	9	0	distractor	1	813	594	27327	13.328	12.850	13.806
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144425	single-task	8	0.013328	60	10	60-180	60	140	GapExp	0	20	2	45	0	target	0	973	-1000	26327	13.328	13.308	13.344
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144432	single-task	8	0.013328	60	10	60-180	60	114	GapExp	0	21	2	1	1	target	1	1240	380	26707	13.328	13.059	13.597
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144438	single-task	8	0.013328	60	10	60-180	60	179	GapExp	0	22	2	1	0	distractor	1	1200	400	27107	13.328	12.962	13.685
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144445	single-task	8	0.013328	60	10	60-180	60	164	GapExp	0	23	2	1	1	target	1	1000	500	27607	13.328	12.953	13.708
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144452	single-task	8	0.013328	60	10	60-180	60	118	GapExp	0	24	2	6	0	target	0	880	-1000	26607	13.328	12.869	13.790
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144458	single-task	8	0.013328	60	10	60-180	60	83	GapExp	0	25	2	1	0	target	0	2506	-1000	25607	13.328	12.885	13.754
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144505	single-task	8	0.013328	60	10	60-180	60	109	GapExp	0	26	2	9	1	target	1	1213	394	26001	13.328	13.006	13.637
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144511	single-task	8	0.013328	60	10	60-180	60	128	GapExp	0	27	2	9	0	distractor	1	893	554	26555	13.328	13.113	13.553
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144517	single-task	8	0.013328	60	10	60-180	60	110	GapExp	0	28	2	3	0	distractor	1	1186	407	26962	13.328	12.922	13.738
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144523	single-task	8	0.013328	60	10	60-180	60	139	GapExp	0	29	2	9	0	distractor	1	1000	500	27462	13.328	12.928	13.733
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144530	single-task	8	0.013328	60	10	60-180	60	169	GapExp	0	30	2	6	0	distractor	1	813	594	28056	13.328	13.309	13.344
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144536	single-task	8	0.013328	60	10	60-180	60	172	GapExp	0	31	2	9	1	target	1	1080	460	28516	13.328	13.099	13.556
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144543	single-task	8	0.013328	60	10	60-180	60	122	GapExp	0	32	2	3	1	target	1	760	620	29136	13.328	13.310	13.345
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144549	single-task	8	0.013328	60	10	60-180	60	147	GapExp	0	33	2	6	0	target	0	2839	-1000	28136	13.328	13.294	13.357
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144557	single-task	8	0.013328	60	10	60-180	60	145	GapExp	0	34	2	3	1	distractor	0	760	-1000	27136	13.328	12.984	13.665
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144603	single-task	8	0.013328	60	10	60-180	60	168	GapExp	0	35	2	3	1	target	1	600	700	27836	13.328	12.877	13.778
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144610	single-task	8	0.013328	60	10	60-180	60	146	GapExp	0	36	2	45	1	target	1	920	540	28376	13.328	13.152	13.506
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144617	single-task	8	0.013328	60	10	60-180	60	177	GapExp	0	37	2	3	1	target	1	773	614	28990	13.328	12.941	13.710
DTProbeTrack03	20	ProbeTrackDT	1.1	SCS215a	20110128.144217	20110128.144623	single-task	8	0.013328	60	10	60-180	60	132	GapExp	0	38	2	1	0	target	0	1333	-1000	27990	13.328	12.874	13.773
