exp	sub	code	rev	comp	runtime	trialtime	stdt	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085150	single-task	8	0.013343	60	0	60-180	60	122	NoGap	1	1	2	9	0	distractor	1	1853	74	74	13.328	13.099	13.550
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085157	single-task	8	0.013343	60	0	60-180	60	123	NoGap	1	2	2	45	0	distractor	1	1253	374	448	13.328	13.101	13.539
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085204	single-task	8	0.013343	60	0	60-180	60	173	NoGap	1	3	2	1	0	distractor	1	1760	120	568	13.328	13.097	13.555
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085211	single-task	8	0.013343	60	0	60-180	60	89	NoGap	1	4	2	9	0	distractor	1	1333	334	902	13.328	13.307	13.348
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085217	single-task	8	0.013343	60	0	60-180	60	76	NoGap	1	5	2	9	0	distractor	1	1240	380	1282	13.328	13.103	13.553
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085223	single-task	8	0.013343	60	0	60-180	60	157	NoGap	1	6	2	9	1	target	1	947	527	1809	13.328	13.113	13.546
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085229	single-task	8	0.013343	60	0	60-180	60	85	NoGap	1	7	2	1	0	distractor	1	973	514	2323	13.328	13.310	13.357
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085234	single-task	8	0.013343	60	0	60-180	60	158	NoGap	1	8	2	6	0	distractor	1	840	580	2903	13.328	13.173	13.489
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085241	single-task	8	0.013343	60	0	60-180	60	127	NoGap	1	9	2	45	0	distractor	1	827	587	3490	13.328	13.298	13.349
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085247	single-task	8	0.013343	60	0	60-180	60	159	NoGap	1	10	2	6	1	target	1	973	514	4004	13.328	12.863	13.804
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085253	single-task	8	0.013343	60	0	60-180	60	159	NoGap	1	11	2	3	0	distractor	1	840	580	4584	13.328	13.107	13.561
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085300	single-task	8	0.013343	60	0	60-180	60	111	NoGap	1	12	2	3	1	target	1	587	707	5291	13.328	13.093	13.552
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085305	single-task	8	0.013343	60	0	60-180	60	180	NoGap	1	13	2	45	1	target	1	614	693	5984	13.328	13.093	13.565
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085312	single-task	8	0.013343	60	0	60-180	60	85	NoGap	1	14	2	6	1	target	1	747	627	6611	13.328	13.306	13.351
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085317	single-task	8	0.013343	60	0	60-180	60	66	NoGap	1	15	2	6	0	distractor	1	1187	407	7018	13.328	13.309	13.351
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085322	single-task	8	0.013343	60	0	60-180	60	130	NoGap	1	16	2	1	1	target	1	693	654	7672	13.328	13.227	13.417
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085328	single-task	8	0.013343	60	0	60-180	60	106	NoGap	1	17	2	1	1	target	1	773	614	8286	13.328	13.104	13.566
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085334	single-task	8	0.013343	60	0	60-180	60	110	NoGap	1	18	2	6	0	distractor	1	933	534	8820	13.328	13.085	13.560
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085339	single-task	8	0.013343	60	0	60-180	60	163	NoGap	1	19	2	45	1	target	1	720	640	9460	13.328	13.098	13.559
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085346	single-task	8	0.013343	60	0	60-180	60	133	NoGap	1	20	2	3	0	distractor	1	840	580	10040	13.328	13.152	13.501
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085352	single-task	8	0.013343	60	0	60-180	60	86	NoGap	1	21	2	6	1	target	1	653	674	10714	13.328	12.883	13.774
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085357	single-task	8	0.013343	60	0	60-180	60	66	NoGap	1	22	2	45	1	target	1	680	660	11374	13.328	12.866	13.796
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085403	single-task	8	0.013343	60	0	60-180	60	95	NoGap	1	23	2	1	1	target	1	867	567	11941	13.329	13.112	13.546
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085408	single-task	8	0.013343	60	0	60-180	60	173	NoGap	1	24	2	3	1	target	1	840	580	12521	13.328	13.110	13.546
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085414	single-task	8	0.013343	60	0	60-180	60	174	NoGap	1	25	2	45	0	distractor	1	1213	394	12915	13.328	12.841	13.829
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085422	single-task	8	0.013343	60	0	60-180	60	112	NoGap	1	26	2	1	0	distractor	1	853	574	13489	13.328	12.854	13.808
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085427	single-task	8	0.013343	60	0	60-180	60	111	NoGap	1	27	2	45	1	target	1	733	634	14123	13.328	13.308	13.348
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085433	single-task	8	0.013343	60	0	60-180	60	120	NoGap	1	28	2	6	1	target	1	707	647	14770	13.328	13.297	13.363
DTProbeTrack03	5	ProbeTrackDT	1.1	SCS215a	20101105.085132	20101105.085439	single-task	8	0.013343	60	0	60-180	60	75	NoGap	1	29	2	9	1	target	1	747	627	15397	13.328	13.096	13.553
