exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121555	8	0.013328	60	0	60-180	60	109	NoGap	1	1	3	0	0	distractor	1	2066	0	0	13.328	13.084	13.571
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121622	8	0.013328	60	0	60-180	60	114	NoGap	1	2	3	4	1	target	1	987	507	507	13.328	12.969	13.652
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121647	8	0.013328	60	0	60-180	60	76	NoGap	1	3	3	0	1	target	1	733	634	1141	13.328	13.000	13.622
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121653	8	0.013328	60	0	60-180	60	139	NoGap	1	4	3	75	1	target	1	600	700	1841	13.328	12.990	13.666
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121702	8	0.013328	60	0	60-180	60	71	NoGap	1	5	3	0	1	target	1	534	733	2574	13.328	13.047	13.575
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121711	8	0.013328	60	0	60-180	60	99	NoGap	1	6	3	2	0	distractor	1	907	547	3121	13.328	13.114	13.541
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121718	8	0.013328	60	0	60-180	60	151	NoGap	1	7	3	4	1	target	1	853	574	3695	14.017	12.821	40.377
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121728	8	0.013328	60	0	60-180	60	118	NoGap	1	8	3	75	1	target	1	560	720	4415	13.413	13.027	40.012
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121736	8	0.013328	60	0	60-180	60	86	NoGap	1	9	3	1	1	target	1	574	713	5128	13.521	13.199	26.570
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121745	8	0.013328	60	0	60-180	60	175	NoGap	1	10	3	4	0	distractor	1	787	607	5735	13.328	12.907	13.749
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121756	8	0.013328	60	0	60-180	60	88	NoGap	1	11	3	1	0	distractor	1	933	534	6269	13.328	13.254	13.370
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121803	8	0.013328	60	0	60-180	60	167	NoGap	1	12	3	4	0	target	0	640	-1000	5269	13.328	13.293	13.363
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121812	8	0.013328	60	0	60-180	60	115	NoGap	1	13	3	75	0	distractor	1	827	587	5856	13.328	13.156	13.534
ProbeTrack10	15	ProbeTrack	10.1	SCS215a	20100217.121541	20100217.121823	8	0.013328	60	0	60-180	60	67	NoGap	1	14	3	1	1	target	1	787	607	6463	13.328	13.293	13.363
