exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.448748	8	0.013328	60	0	60-180	60	94	NoGap	1	1	4	6	1	target	1	987	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.448963	8	0.013328	60	0	60-180	60	107	NoGap	1	2	4	0	0	distractor	1	787	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449183	8	0.013328	60	0	60-180	60	137	NoGap	1	3	4	0	1	target	1	547	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449364	8	0.013328	60	0	60-180	60	176	NoGap	1	4	4	3	1	distractor	0	507	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449460	8	0.013328	60	0	60-180	60	75	NoGap	1	5	4	3	0	target	0	587	13.328	13.320	13.335
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449528	8	0.013328	60	0	60-180	60	120	NoGap	1	6	4	3	1	target	1	640	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449626	8	0.013328	60	0	60-180	60	119	NoGap	1	7	4	96	0	distractor	1	880	13.328	13.324	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449743	8	0.013328	60	0	60-180	60	170	NoGap	1	8	4	3	0	distractor	1	667	13.328	13.325	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449849	8	0.013328	60	0	60-180	60	160	NoGap	1	9	4	6	1	target	1	560	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.449937	8	0.013328	60	0	60-180	60	66	NoGap	1	10	4	6	0	distractor	1	720	13.328	13.317	13.339
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450017	8	0.013328	60	0	60-180	60	100	NoGap	1	11	4	6	0	target	0	414	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450103	8	0.013328	60	0	60-180	60	89	NoGap	1	12	4	3	0	distractor	1	414	13.328	13.325	13.331
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450192	8	0.013328	60	0	60-180	60	66	NoGap	1	13	4	0	0	target	0	547	13.328	13.320	13.336
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450263	8	0.013328	60	0	60-180	60	139	NoGap	1	14	4	3	0	distractor	1	813	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450375	8	0.013328	60	0	60-180	60	148	NoGap	1	15	4	0	1	distractor	0	493	13.328	13.324	13.331
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450459	8	0.013328	60	0	60-180	60	126	NoGap	1	16	4	3	1	target	1	547	13.328	13.323	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450535	8	0.013328	60	0	60-180	60	153	NoGap	1	17	4	6	1	distractor	0	427	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450616	8	0.013328	60	0	60-180	60	159	NoGap	1	18	4	96	0	target	0	480	13.328	13.316	13.340
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450718	8	0.013328	60	0	60-180	60	114	NoGap	1	19	4	3	1	distractor	0	573	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450813	8	0.013328	60	0	60-180	60	97	NoGap	1	20	4	6	1	target	1	427	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450898	8	0.013328	60	0	60-180	60	121	NoGap	1	21	4	0	1	distractor	0	587	13.328	13.324	13.331
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.450978	8	0.013328	60	0	60-180	60	147	NoGap	1	22	4	0	0	target	0	520	13.328	13.324	13.331
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451109	8	0.013328	60	0	60-180	60	117	NoGap	1	23	4	96	0	distractor	1	454	13.328	13.318	13.340
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451192	8	0.013328	60	0	60-180	60	159	NoGap	1	24	4	0	1	distractor	0	440	13.328	13.319	13.337
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451274	8	0.013328	60	0	60-180	60	116	NoGap	1	25	4	6	1	target	1	680	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451350	8	0.013328	60	0	60-180	60	173	NoGap	1	26	4	96	0	target	0	627	13.328	13.320	13.336
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451476	8	0.013328	60	0	60-180	60	144	NoGap	1	27	4	6	0	distractor	1	627	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451555	8	0.013328	60	0	60-180	60	152	NoGap	1	28	4	6	0	distractor	1	440	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451633	8	0.013328	60	0	60-180	60	62	NoGap	1	29	4	96	0	target	0	533	13.328	13.309	13.348
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451714	8	0.013328	60	0	60-180	60	176	NoGap	1	30	4	0	0	distractor	1	627	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451809	8	0.013328	60	0	60-180	60	118	NoGap	1	31	4	96	0	distractor	1	680	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451900	8	0.013328	60	0	60-180	60	73	NoGap	1	32	4	6	0	distractor	1	667	13.328	13.321	13.336
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.451969	8	0.013328	60	0	60-180	60	116	NoGap	1	33	4	0	1	distractor	0	480	13.328	13.322	13.335
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452044	8	0.013328	60	0	60-180	60	87	NoGap	1	34	4	0	0	distractor	1	533	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452117	8	0.013328	60	0	60-180	60	128	NoGap	1	35	4	96	1	target	1	440	13.328	13.322	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452210	8	0.013328	60	0	60-180	60	112	NoGap	1	36	4	3	1	target	1	720	13.328	13.320	13.335
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452287	8	0.013328	60	0	60-180	60	127	NoGap	1	37	4	3	0	target	0	653	13.328	13.324	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452367	8	0.013328	60	0	60-180	60	132	NoGap	1	38	4	0	1	distractor	0	573	13.328	13.325	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452452	8	0.013328	60	0	60-180	60	87	NoGap	1	39	4	96	1	32	-3	493	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452789	8	0.013328	60	0	60-180	60	122	NoGap	1	40	4	6	1	target	1	587	13.328	13.325	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452893	8	0.013328	60	0	60-180	60	98	NoGap	1	41	4	6	1	distractor	0	507	13.328	13.325	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.452963	8	0.013328	60	0	60-180	60	120	NoGap	1	42	4	6	0	distractor	1	680	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453035	8	0.013328	60	0	60-180	60	92	NoGap	1	43	4	96	1	distractor	0	947	13.328	13.317	13.338
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453121	8	0.013328	60	0	60-180	60	174	NoGap	1	44	4	3	1	distractor	0	653	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453204	8	0.013328	60	0	60-180	60	130	NoGap	1	45	4	3	0	target	0	680	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453283	8	0.013328	60	0	60-180	60	153	NoGap	1	46	4	0	0	distractor	1	680	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453371	8	0.013328	60	0	60-180	60	173	NoGap	1	47	4	96	1	target	1	760	13.328	13.321	13.335
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453474	8	0.013328	60	0	60-180	60	109	NoGap	1	48	4	3	1	target	1	627	13.328	13.315	13.341
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453545	8	0.013328	60	0	60-180	60	103	NoGap	1	49	4	96	1	target	1	533	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.448130	733716.453631	8	0.013328	60	0	60-180	60	142	NoGap	1	50	4	3	0	distractor	1	827	13.328	13.320	13.336
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.454581	8	0.013328	60	10	60-180	60	96	GapPrac	1	1	3	96	1	target	1	533	13.328	13.323	13.335
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.454762	8	0.013328	60	10	60-180	60	180	GapPrac	1	2	3	6	1	target	1	720	13.328	13.320	13.336
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.454877	8	0.013328	60	10	60-180	60	176	GapPrac	1	3	3	6	0	distractor	1	653	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455037	8	0.013328	60	10	60-180	60	136	GapPrac	1	4	3	0	1	distractor	0	827	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455134	8	0.013328	60	10	60-180	60	154	GapPrac	1	5	3	6	0	distractor	1	747	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455220	8	0.013328	60	10	60-180	60	124	GapPrac	1	6	3	0	1	target	1	853	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455329	8	0.013328	60	10	60-180	60	152	GapPrac	1	7	3	3	0	target	0	414	13.328	13.317	13.340
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455409	8	0.013328	60	10	60-180	60	134	GapPrac	1	8	3	0	0	distractor	1	507	13.328	13.326	13.331
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455500	8	0.013328	60	10	60-180	60	120	GapPrac	1	9	3	3	1	distractor	0	720	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455578	8	0.013328	60	10	60-180	60	96	GapPrac	1	10	3	3	0	distractor	1	720	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455656	8	0.013328	60	10	60-180	60	104	GapPrac	1	11	3	96	1	target	1	533	13.328	13.325	13.331
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455743	8	0.013328	60	10	60-180	60	79	GapPrac	1	12	3	96	0	distractor	1	560	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455829	8	0.013328	60	10	60-180	60	100	GapPrac	1	13	3	96	1	target	1	694	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.455917	8	0.013328	60	10	60-180	60	163	GapPrac	1	14	3	6	0	distractor	1	907	13.328	13.309	13.347
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.456005	8	0.013328	60	10	60-180	60	66	GapPrac	1	15	3	3	1	target	1	600	13.328	13.322	13.335
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.456078	8	0.013328	60	10	60-180	60	175	GapPrac	1	16	3	0	0	target	0	827	13.328	13.323	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.456166	8	0.013328	60	10	60-180	60	92	GapPrac	1	17	3	0	1	distractor	0	920	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.456239	8	0.013328	60	10	60-180	60	144	GapPrac	1	18	3	6	1	target	1	667	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.456321	8	0.013328	60	10	60-180	60	152	GapPrac	1	19	3	96	0	distractor	1	853	13.328	13.323	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.454490	733716.456422	8	0.013328	60	10	60-180	60	130	GapPrac	1	20	3	6	1	target	1	667	13.328	13.322	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.457129	8	0.013328	60	10	60-180	60	177	GapExp	1	1	3	96	1	distractor	0	693	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.457592	8	0.013328	60	10	60-180	60	144	GapExp	1	2	3	6	0	target	0	973	13.328	13.326	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.457697	8	0.013328	60	10	60-180	60	130	GapExp	1	3	3	3	0	distractor	1	760	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458312	8	0.013328	60	10	60-180	60	102	GapExp	1	4	3	96	0	distractor	1	587	13.328	13.320	13.338
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458401	8	0.013328	60	10	60-180	60	176	GapExp	1	5	3	6	1	target	1	587	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458490	8	0.013328	60	10	60-180	60	154	GapExp	0	6	3	3	1	target	1	680	13.328	13.323	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458574	8	0.013328	60	10	60-180	60	82	GapExp	0	7	3	0	0	distractor	1	880	13.328	13.323	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458650	8	0.013328	60	10	60-180	60	139	GapExp	0	8	3	96	0	distractor	1	680	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458742	8	0.013328	60	10	60-180	60	133	GapExp	0	9	3	96	1	distractor	0	560	13.328	13.314	13.342
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458831	8	0.013328	60	10	60-180	60	103	GapExp	0	10	3	0	0	distractor	1	853	13.328	13.324	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.458914	8	0.013328	60	10	60-180	60	146	GapExp	0	11	3	3	1	target	1	2079	13.328	13.325	13.331
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.459013	8	0.013328	60	10	60-180	60	165	GapExp	0	12	3	96	1	distractor	0	440	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.459146	8	0.013328	60	10	60-180	60	64	GapExp	0	13	3	96	1	target	1	694	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.459229	8	0.013328	60	10	60-180	60	115	GapExp	0	14	3	6	0	distractor	1	707	13.328	13.325	13.333
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.459309	8	0.013328	60	10	60-180	60	72	GapExp	0	15	3	3	1	target	1	867	13.328	13.324	13.332
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.459381	8	0.013328	60	10	60-180	60	75	GapExp	0	16	3	3	0	distractor	1	800	13.328	13.323	13.334
ProbeTrack7	15	ProbeTrack	1406	SCS215g	733716.456996	733716.459458	8	0.013328	60	10	60-180	60	69	GapExp	0	17	3	0	1	target	1	880	13.328	13.324	13.332
