exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.390322	8	0.013328	60	0	60-180	60	86	NoGap	1	1	4	0	1	target	1	5278	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.391000	8	0.013328	60	0	60-180	60	74	NoGap	1	2	4	6	0	distractor	1	2039	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.391268	8	0.013328	60	0	60-180	60	168	NoGap	1	3	4	0	0	distractor	1	960	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.391477	8	0.013328	60	0	60-180	60	142	NoGap	1	4	4	96	0	distractor	1	1013	13.328	13.293	13.364
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.391826	8	0.013328	60	0	60-180	60	179	NoGap	1	5	4	96	0	distractor	1	613	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.391961	8	0.013328	60	0	60-180	60	123	NoGap	1	6	4	3	1	distractor	0	747	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392044	8	0.013328	60	0	60-180	60	115	NoGap	1	7	4	0	0	distractor	1	920	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392128	8	0.013328	60	0	60-180	60	168	NoGap	1	8	4	6	1	target	1	893	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392215	8	0.013328	60	0	60-180	60	174	NoGap	1	9	4	3	0	target	0	480	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392300	8	0.013328	60	0	60-180	60	158	NoGap	1	10	4	6	0	distractor	1	960	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392389	8	0.013328	60	0	60-180	60	180	NoGap	1	11	4	3	1	target	1	693	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392474	8	0.013328	60	0	60-180	60	113	NoGap	1	12	4	0	1	distractor	0	827	13.328	13.291	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392552	8	0.013328	60	0	60-180	60	167	NoGap	1	13	4	0	1	target	1	627	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392633	8	0.013328	60	0	60-180	60	133	NoGap	1	14	4	3	0	distractor	1	840	13.328	13.289	13.367
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392723	8	0.013328	60	0	60-180	60	149	NoGap	1	15	4	0	1	target	1	760	13.328	13.290	13.366
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392803	8	0.013328	60	0	60-180	60	132	NoGap	1	16	4	96	0	distractor	1	680	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392895	8	0.013328	60	0	60-180	60	114	NoGap	1	17	4	96	1	target	1	653	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.392981	8	0.013328	60	0	60-180	60	95	NoGap	1	18	4	6	1	target	1	733	13.328	13.089	13.568
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393052	8	0.013328	60	0	60-180	60	106	NoGap	1	19	4	6	0	distractor	1	760	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393125	8	0.013328	60	0	60-180	60	86	NoGap	1	20	4	3	1	target	1	613	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393201	8	0.013328	60	0	60-180	60	164	NoGap	1	21	4	96	0	distractor	1	893	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393301	8	0.013328	60	0	60-180	60	113	NoGap	1	22	4	6	1	target	1	667	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393375	8	0.013328	60	0	60-180	60	89	NoGap	1	23	4	96	1	target	1	587	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393458	8	0.013328	60	0	60-180	60	102	NoGap	1	24	4	6	0	distractor	1	733	13.328	13.292	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393532	8	0.013328	60	0	60-180	60	120	NoGap	1	25	4	0	0	distractor	1	840	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393607	8	0.013328	60	0	60-180	60	118	NoGap	1	26	4	3	0	distractor	1	747	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393682	8	0.013328	60	0	60-180	60	160	NoGap	1	27	4	96	0	distractor	1	653	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393779	8	0.013328	60	0	60-180	60	134	NoGap	1	28	4	96	0	distractor	1	613	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393878	8	0.013328	60	0	60-180	60	159	NoGap	1	29	4	0	1	distractor	0	773	13.328	13.293	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.393960	8	0.013328	60	0	60-180	60	70	NoGap	1	30	4	96	1	target	1	693	13.328	13.293	13.364
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.394042	8	0.013328	60	0	60-180	60	174	NoGap	1	31	4	6	0	distractor	1	1000	13.328	13.292	13.363
ProbeTrack7	18	ProbeTrack	1406	SCS215a	733718.389121	733718.394131	8	0.013328	60	0	60-180	60	174	NoGap	1	32	4	0	0	distractor	1	760	13.328	13.293	13.363
