exp	sub	code	rev	comp	runtime	trialtime	stdt	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.121941	single-task	8	0.013328	60	0	60-180	60	119	NoGap	1	1	2	30	0	distractor	1	1849	76	76	13.328	13.102	13.553
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.121949	single-task	8	0.013328	60	0	60-180	60	152	NoGap	1	2	2	30	0	distractor	1	1761	120	196	13.328	13.096	13.559
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.121957	single-task	8	0.013328	60	0	60-180	60	178	NoGap	1	3	2	0	0	distractor	1	1142	429	625	13.328	13.095	13.546
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122003	single-task	8	0.013328	60	0	60-180	60	158	NoGap	1	4	2	1	0	distractor	1	1309	346	971	13.328	13.110	13.545
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122010	single-task	8	0.013328	60	0	60-180	60	175	NoGap	1	5	2	3	0	distractor	1	1117	442	1413	13.328	11.176	15.481
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122017	single-task	8	0.013328	60	0	60-180	60	138	NoGap	1	6	2	30	1	target	1	1161	420	1833	13.328	12.502	14.141
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122024	single-task	8	0.013328	60	0	60-180	60	164	NoGap	1	7	2	3	0	distractor	1	1119	441	2274	13.328	13.093	13.538
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122031	single-task	8	0.013328	60	0	60-180	60	147	NoGap	1	8	2	0	0	distractor	1	2015	0	2274	13.328	13.109	13.456
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122038	single-task	8	0.013328	60	0	60-180	60	164	NoGap	1	9	2	0	1	target	1	608	696	2970	13.328	13.094	13.560
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122044	single-task	8	0.013328	60	0	60-180	60	113	NoGap	1	10	2	1	1	target	1	1051	475	3445	13.328	13.123	13.537
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122050	single-task	8	0.013328	60	0	60-180	60	70	NoGap	1	11	2	30	1	target	1	565	718	4163	13.328	12.159	14.518
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122056	single-task	8	0.013328	60	0	60-180	60	132	NoGap	1	12	2	3	0	distractor	1	737	632	4795	13.328	13.182	13.471
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122102	single-task	8	0.013328	60	0	60-180	60	113	NoGap	1	13	2	3	1	target	1	877	562	5357	13.328	8.577	18.097
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122107	single-task	8	0.013328	60	0	60-180	60	168	NoGap	1	14	2	3	0	distractor	1	2068	0	5357	13.328	13.164	13.480
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122115	single-task	8	0.013328	60	0	60-180	60	172	NoGap	1	15	2	0	1	target	1	746	627	5984	13.328	13.159	13.499
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122121	single-task	8	0.013328	60	0	60-180	60	101	NoGap	1	16	2	30	0	distractor	1	1180	410	6394	13.327	13.200	13.406
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122128	single-task	8	0.013328	60	0	60-180	60	97	NoGap	1	17	2	1	1	target	1	1016	492	6886	13.328	9.442	15.570
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122134	single-task	8	0.013328	60	0	60-180	60	174	NoGap	1	18	2	0	0	distractor	1	1040	480	7366	13.328	13.092	13.562
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122140	single-task	8	0.013328	60	0	60-180	60	106	NoGap	1	19	2	1	0	distractor	1	887	557	7923	13.328	13.110	13.546
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122146	single-task	8	0.013328	60	0	60-180	60	135	NoGap	1	20	2	3	0	distractor	1	709	646	8569	13.328	13.291	13.368
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122152	single-task	8	0.013328	60	0	60-180	60	90	NoGap	1	21	2	30	1	target	1	579	711	9280	13.328	13.270	13.386
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122157	single-task	8	0.013328	60	0	60-180	60	156	NoGap	1	22	2	0	0	distractor	1	639	681	9961	13.328	10.380	15.306
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122204	single-task	8	0.013328	60	0	60-180	60	163	NoGap	1	23	2	30	0	distractor	1	1057	472	10433	13.328	13.153	13.503
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122211	single-task	8	0.013328	60	0	60-180	60	162	NoGap	1	24	2	3	1	target	1	759	621	11054	13.328	11.895	14.764
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122217	single-task	8	0.013328	60	0	60-180	60	174	NoGap	1	25	2	30	1	target	1	939	531	11585	13.328	5.282	21.387
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122224	single-task	8	0.013328	60	0	60-180	60	129	NoGap	1	26	2	1	0	distractor	1	997	502	12087	13.328	8.802	17.867
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122230	single-task	8	0.013328	60	0	60-180	60	124	NoGap	1	27	2	3	1	target	1	793	604	12691	13.328	11.334	15.324
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122236	single-task	8	0.013328	60	0	60-180	60	109	NoGap	1	28	2	0	1	target	1	673	664	13355	13.328	10.596	16.065
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122242	single-task	8	0.013328	60	0	60-180	60	115	NoGap	1	29	2	3	1	target	1	431	785	14140	13.328	13.093	13.561
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122247	single-task	8	0.013328	60	0	60-180	60	165	NoGap	1	30	2	1	1	target	1	458	771	14911	13.328	13.245	13.409
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122253	single-task	8	0.013328	60	0	60-180	60	104	NoGap	1	31	2	1	1	target	1	1024	488	15399	13.328	10.979	15.679
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122259	single-task	8	0.013328	60	0	60-180	60	155	NoGap	1	32	2	0	1	target	1	508	746	16145	13.328	12.117	14.078
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122305	single-task	8	0.013328	60	0	60-180	60	129	NoGap	1	33	2	0	1	target	1	508	746	16891	13.328	13.109	13.546
TrackDT01	5	TrackDT	1.0	SCS215a	20120424.121923	20120424.122311	single-task	8	0.013328	60	0	60-180	60	136	NoGap	1	34	2	0	0	distractor	1	559	721	17612	13.328	13.094	13.559
