exp	sub	code	rev	comp	runtime	trialtime	stdt	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135342	single-task	8	0.013328	60	0	60-180	60	80	NoGap	1	1	2	1	0	target	0	3485	-1000	-1000	13.329	13.308	13.524
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135351	single-task	8	0.013328	60	0	60-180	60	123	NoGap	1	2	2	30	0	target	0	1858	-1000	-2000	13.328	13.108	13.554
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135358	single-task	8	0.013328	60	0	60-180	60	71	NoGap	1	3	2	0	1	target	1	5676	0	-2000	13.328	13.307	13.349
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135408	single-task	8	0.013328	60	0	60-180	60	74	NoGap	1	4	2	3	1	target	1	1442	279	-1721	13.328	12.931	13.734
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135414	single-task	8	0.013328	60	0	60-180	60	119	NoGap	1	5	2	0	0	distractor	1	763	619	-1102	13.328	13.098	13.570
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135420	single-task	8	0.013328	60	0	60-180	60	71	NoGap	1	6	2	1	1	target	1	852	574	-528	13.328	13.310	13.346
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135426	single-task	8	0.013328	60	0	60-180	60	111	NoGap	1	7	2	3	0	distractor	1	1245	378	-150	13.328	12.980	13.671
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135432	single-task	8	0.013328	60	0	60-180	60	101	NoGap	1	8	2	3	1	target	1	716	642	492	13.328	12.876	13.768
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135437	single-task	8	0.013328	60	0	60-180	60	158	NoGap	1	9	2	3	0	distractor	1	1030	485	977	13.328	13.299	13.358
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135444	single-task	8	0.013328	60	0	60-180	60	91	NoGap	1	10	2	1	1	target	1	1676	162	1139	13.328	13.093	13.558
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135450	single-task	8	0.013328	60	0	60-180	60	122	NoGap	1	11	2	1	1	target	1	645	678	1817	13.328	12.925	13.733
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135456	single-task	8	0.013328	60	0	60-180	60	69	NoGap	1	12	2	0	0	distractor	1	645	678	2495	13.328	13.112	13.541
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135501	single-task	8	0.013328	60	0	60-180	60	84	NoGap	1	13	2	3	1	target	1	545	728	3223	13.328	13.299	13.350
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135506	single-task	8	0.013328	60	0	60-180	60	77	NoGap	1	14	2	30	1	target	1	475	763	3986	13.328	12.979	13.683
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135511	single-task	8	0.013328	60	0	60-180	60	117	NoGap	1	15	2	3	1	target	1	457	772	4758	13.328	13.106	13.552
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135516	single-task	8	0.013328	60	0	60-180	60	134	NoGap	1	16	2	1	0	distractor	1	632	684	5442	13.328	12.888	13.780
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135522	single-task	8	0.013328	60	0	60-180	60	157	NoGap	1	17	2	1	0	target	0	582	-1000	4442	13.328	12.972	13.678
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135529	single-task	8	0.013328	60	0	60-180	60	61	NoGap	1	18	2	3	0	distractor	1	1466	267	4709	13.328	12.926	13.711
TrackDT01	6	TrackDT	1.0	SCS215a	20120424.135324	20120424.135534	single-task	8	0.013328	60	0	60-180	60	180	NoGap	1	19	2	0	1	target	1	412	794	5503	13.328	13.305	13.348
