exp	sub	code	rev	comp	runtime	trialtime	stdt	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161754	single-task	8	0.013328	60	0	60-180	60	101	NoGap	1	1	2	3	1	target	1	772	614	614	13.328	12.881	13.779
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161800	single-task	8	0.013328	60	0	60-180	60	136	NoGap	1	2	2	3	0	distractor	1	792	604	1218	13.328	12.877	13.766
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161807	single-task	8	0.013328	60	0	60-180	60	68	NoGap	1	3	2	6	1	target	1	742	629	1847	13.328	12.923	13.732
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161812	single-task	8	0.013328	60	0	60-180	60	79	NoGap	1	4	2	0	1	target	1	696	652	2499	13.328	13.300	13.349
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161817	single-task	8	0.013328	60	0	60-180	60	112	NoGap	1	5	2	6	0	distractor	1	717	642	3141	13.328	12.935	13.714
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161822	single-task	8	0.013328	60	0	60-180	60	154	NoGap	1	6	2	6	0	target	0	655	-1000	2141	13.328	12.932	13.724
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161829	single-task	8	0.013328	60	0	60-180	60	99	NoGap	1	7	2	30	1	target	1	647	677	2818	13.328	12.987	13.671
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161835	single-task	8	0.013328	60	0	60-180	60	165	NoGap	1	8	2	1	1	target	1	499	751	3569	13.328	12.849	13.810
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161841	single-task	8	0.013328	60	0	60-180	60	103	NoGap	1	9	2	0	1	target	1	570	715	4284	13.328	12.952	13.693
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161846	single-task	8	0.013328	60	0	60-180	60	65	NoGap	1	10	2	3	1	target	1	593	704	4988	13.328	12.929	13.709
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161851	single-task	8	0.013328	60	0	60-180	60	108	NoGap	1	11	2	6	1	target	1	458	771	5759	13.328	12.862	13.795
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161856	single-task	8	0.013328	60	0	60-180	60	146	NoGap	1	12	2	3	0	target	0	1532	-1000	4759	13.329	12.894	13.775
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161903	single-task	8	0.013328	60	0	60-180	60	135	NoGap	1	13	2	1	0	distractor	1	467	767	5526	13.328	13.034	13.631
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161909	single-task	8	0.013328	60	0	60-180	60	97	NoGap	1	14	2	6	1	target	1	544	728	6254	13.328	12.859	13.803
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161915	single-task	8	0.013328	60	0	60-180	60	160	NoGap	1	15	2	6	0	distractor	1	471	765	7019	13.328	13.304	13.352
TrackDT02	3	TrackDT	2.0	SCS215a	20121203.161708	20121203.161921	single-task	8	0.013328	60	0	60-180	60	82	NoGap	1	16	2	1	1	target	1	510	745	7764	13.328	12.863	13.822
