exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132010	8	0.013319	60	0	60-180	60	119	NoGap	None	1	1	2	1	1	target	1	9449	0	0	13.432	7.518	26.564
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132150	8	0.013319	60	0	60-180	60	175	NoGap	None	1	2	2	1	0	distractor	1	1335	333	333	13.328	13.307	13.346
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132228	8	0.013319	60	0	60-180	60	108	NoGap	None	1	3	2	0	0	distractor	1	818	591	924	13.328	13.308	13.347
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132236	8	0.013319	60	0	60-180	60	161	NoGap	None	1	4	2	0	0	target	0	842	-1000	-76	13.328	13.308	13.346
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132243	8	0.013319	60	0	60-180	60	152	NoGap	None	1	5	2	2	1	target	1	768	616	540	13.328	13.307	13.344
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132250	8	0.013319	60	0	60-180	60	180	NoGap	None	1	6	2	0	1	target	1	504	748	1288	13.373	8.220	20.269
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132257	8	0.013319	60	0	60-180	60	99	NoGap	None	1	7	2	6	1	target	1	448	776	2064	13.390	12.942	26.589
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132304	8	0.013319	60	0	60-180	60	157	NoGap	None	1	8	2	6	1	early	-4	-1878	-1000	1064	13.328	13.276	13.376
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132310	8	0.013319	60	0	60-180	60	118	NoGap	None	1	9	2	45	0	distractor	1	546	727	1791	13.375	13.044	24.782
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132318	8	0.013319	60	0	60-180	60	173	NoGap	None	1	10	2	45	1	target	1	617	692	2483	13.328	13.107	13.541
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132326	8	0.013319	60	0	60-180	60	125	NoGap	None	1	11	2	1	0	distractor	1	640	680	3163	13.328	4.668	21.975
ProbeTrack14	6	ProbeTrack	14.0	SCS215a	20111122.132006	20111122.132332	8	0.013319	60	0	60-180	60	131	NoGap	None	1	12	2	45	1	target	1	574	713	3876	13.373	13.219	26.746
