exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132141	8	0.013328	60	0	60-180	60	102	NoGap	None	1	1	2	3	1	distractor	0	10895	-1000	-1000	13.383	13.295	13.351
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132318	8	0.013328	60	0	60-180	60	167	NoGap	None	1	2	2	3	1	target	1	9062	0	-1000	13.328	13.082	13.573
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132341	8	0.013328	60	0	60-180	60	97	NoGap	None	1	3	2	0	1	target	1	907	547	-453	13.328	13.306	13.350
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132349	8	0.013328	60	0	60-180	60	117	NoGap	None	1	4	2	45	1	target	1	484	758	305	13.328	11.917	14.736
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132401	8	0.013328	60	0	60-180	60	150	NoGap	None	1	5	2	1	1	target	1	390	805	1110	13.328	9.357	17.311
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132412	8	0.013328	60	0	60-180	60	71	NoGap	None	1	6	2	45	1	target	1	557	722	1832	13.328	13.138	13.512
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132418	8	0.013328	60	0	60-180	60	87	NoGap	None	1	7	2	1	0	target	0	483	-1000	832	13.328	13.307	13.346
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132425	8	0.013328	60	0	60-180	60	111	NoGap	None	1	8	2	0	1	target	1	537	732	1564	13.328	13.303	13.356
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132431	8	0.013328	60	0	60-180	60	130	NoGap	None	1	9	2	1	1	target	1	362	819	2383	13.328	13.309	13.344
ProbeTrack13	7	ProbeTrack	13.2	SCS215a	20111102.132128	20111102.132438	8	0.013328	60	0	60-180	60	145	NoGap	None	1	10	2	0	0	target	0	650	-1000	1383	13.328	13.307	13.352
