exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092719	8	0.013328	60	0	60-180	60	145	NoGap	None	1	1	2	1	1	target	1	1840	80	80	13.375	9.649	17.051
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092907	8	0.013328	60	0	60-180	60	76	NoGap	None	1	2	2	45	1	target	1	1330	335	415	13.328	13.094	13.564
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092915	8	0.013328	60	0	60-180	60	155	NoGap	None	1	3	2	3	0	distractor	1	856	572	987	13.328	12.922	13.732
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092923	8	0.013328	60	0	60-180	60	178	NoGap	None	1	4	2	1	0	distractor	1	906	547	1534	13.318	10.308	14.598
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092931	8	0.013328	60	0	60-180	60	155	NoGap	None	1	5	2	3	1	target	1	985	508	2042	13.328	6.059	20.615
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092939	8	0.013328	60	0	60-180	60	107	NoGap	None	1	6	2	1	1	target	1	1673	164	2206	13.328	11.030	15.628
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092947	8	0.013328	60	0	60-180	60	180	NoGap	None	1	7	2	0	0	distractor	1	956	522	2728	13.328	6.611	20.032
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.092954	8	0.013328	60	0	60-180	60	180	NoGap	None	1	8	2	3	1	distractor	0	1022	-1000	1728	13.328	13.181	13.469
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093002	8	0.013328	60	0	60-180	60	130	NoGap	None	1	9	2	3	0	distractor	1	832	584	2312	13.328	13.306	13.348
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093009	8	0.013328	60	0	60-180	60	129	NoGap	None	1	10	2	3	1	target	1	756	622	2934	13.378	13.068	26.919
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093016	8	0.013328	60	0	60-180	60	165	NoGap	None	1	11	2	45	0	target	0	843	-1000	1934	13.521	5.910	64.892
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093024	8	0.013328	60	0	60-180	60	109	NoGap	None	1	12	2	1	1	target	1	888	556	2490	13.382	13.149	26.547
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093031	8	0.013328	60	0	60-180	60	97	NoGap	None	1	13	2	0	0	distractor	1	1270	365	2855	13.328	13.105	13.558
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093038	8	0.013328	60	0	60-180	60	178	NoGap	None	1	14	2	3	0	distractor	1	1206	397	3252	13.328	13.102	13.558
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093046	8	0.013328	60	0	60-180	60	77	NoGap	None	1	15	2	45	0	distractor	1	1056	472	3724	13.328	13.096	13.559
ProbeTrack13	9	ProbeTrack	13.2	SCS215a	20111104.092705	20111104.093053	8	0.013328	60	0	60-180	60	168	NoGap	None	1	16	2	3	1	target	1	664	668	4392	13.328	12.959	13.697
