exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134417	8	0.013328	60	0	60-180	60	144	NoGap	None	1	1	2	45	1	target	1	999	501	501	13.369	13.267	13.396
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134430	8	0.013328	60	0	60-180	60	95	NoGap	None	1	2	2	45	0	distractor	1	827	587	1088	13.328	13.299	13.366
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134439	8	0.013328	60	0	60-180	60	126	NoGap	None	1	3	2	3	0	target	0	582	-1000	88	13.328	12.834	13.831
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134447	8	0.013328	60	0	60-180	60	78	NoGap	None	1	4	2	1	1	distractor	0	624	-1000	-912	13.328	12.229	14.409
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134455	8	0.013328	60	0	60-180	60	153	NoGap	None	1	5	2	3	1	target	1	667	667	-245	13.328	12.929	13.721
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134503	8	0.013328	60	0	60-180	60	136	NoGap	None	1	6	2	0	0	distractor	1	601	700	455	13.328	13.292	13.360
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134509	8	0.013328	60	0	60-180	60	165	NoGap	None	1	7	2	1	0	target	0	622	-1000	-545	13.328	12.226	14.424
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134516	8	0.013328	60	0	60-180	60	110	NoGap	None	1	8	2	1	1	target	1	641	680	135	13.328	7.522	19.119
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134522	8	0.013328	60	0	60-180	60	67	NoGap	None	1	9	2	1	0	target	0	567	-1000	-865	13.328	6.072	20.602
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134528	8	0.013328	60	0	60-180	60	123	NoGap	None	1	10	2	3	0	distractor	1	813	594	-271	13.328	13.092	13.576
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134536	8	0.013328	60	0	60-180	60	65	NoGap	None	1	11	2	1	1	target	1	540	730	459	13.328	13.300	13.364
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134541	8	0.013328	60	0	60-180	60	111	NoGap	None	1	12	2	0	0	distractor	1	513	744	1203	13.328	13.104	13.551
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134547	8	0.013328	60	0	60-180	60	73	NoGap	None	1	13	2	0	1	target	1	631	685	1888	13.328	11.327	15.337
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134553	8	0.013328	60	0	60-180	60	155	NoGap	None	1	14	2	3	1	target	1	427	787	2675	13.328	13.296	13.355
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134600	8	0.013328	60	0	60-180	60	163	NoGap	None	1	15	2	0	0	distractor	1	814	593	3268	13.328	4.617	22.040
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134608	8	0.013328	60	0	60-180	60	138	NoGap	None	1	16	2	3	0	distractor	1	722	639	3907	13.328	13.100	13.564
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134616	8	0.013328	60	0	60-180	60	140	NoGap	None	1	17	2	1	1	target	1	515	743	4650	13.328	13.103	13.559
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134622	8	0.013328	60	0	60-180	60	172	NoGap	None	1	18	2	45	0	distractor	1	358	821	5471	13.328	13.099	13.570
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134629	8	0.013328	60	0	60-180	60	72	NoGap	None	1	19	2	3	1	target	1	533	734	6205	13.328	13.290	13.357
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134635	8	0.013328	60	0	60-180	60	105	NoGap	None	1	20	2	3	1	target	1	470	765	6970	13.328	13.301	13.356
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134641	8	0.013328	60	0	60-180	60	97	NoGap	None	1	21	2	3	1	target	1	379	811	7781	13.328	10.475	16.167
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134647	8	0.013328	60	0	60-180	60	69	NoGap	None	1	22	2	1	0	distractor	1	508	746	8527	13.328	4.299	22.355
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134652	8	0.013328	60	0	60-180	60	147	NoGap	None	1	23	2	45	0	early	-4	-4086	-1000	7527	13.328	9.600	17.262
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134659	8	0.013328	60	0	60-180	60	89	NoGap	None	1	24	2	1	0	distractor	1	747	627	8154	13.328	13.042	13.614
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134708	8	0.013328	60	0	60-180	60	109	NoGap	None	1	25	2	3	0	distractor	1	392	804	8958	13.635	11.948	53.344
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134716	8	0.013328	60	0	60-180	60	160	NoGap	None	1	26	2	1	0	target	0	526	-1000	7958	13.328	6.964	19.704
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134723	8	0.013328	60	0	60-180	60	139	NoGap	None	1	27	2	0	1	target	1	508	746	8704	13.485	11.592	53.280
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134729	8	0.013328	60	0	60-180	60	128	NoGap	None	1	28	2	45	0	distractor	1	326	837	9541	13.332	13.272	14.542
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134736	8	0.013328	60	0	60-180	60	153	NoGap	None	1	29	2	45	0	distractor	1	544	728	10269	13.370	12.731	21.556
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134743	8	0.013328	60	0	60-180	60	65	NoGap	None	1	30	2	0	1	target	1	612	694	10963	13.328	13.254	13.403
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134749	8	0.013328	60	0	60-180	60	158	NoGap	None	1	31	2	0	0	distractor	1	464	768	11731	13.328	9.951	16.708
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134755	8	0.013328	60	0	60-180	60	102	NoGap	None	1	32	2	45	1	target	1	364	818	12549	13.328	12.313	14.344
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134802	8	0.013328	60	0	60-180	60	106	NoGap	None	1	33	2	0	1	target	1	640	680	13229	13.328	7.419	19.226
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134808	8	0.013328	60	0	60-180	60	80	NoGap	None	1	34	2	3	0	distractor	1	479	761	13990	13.328	9.720	16.938
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134814	8	0.013328	60	0	60-180	60	121	NoGap	None	1	35	2	1	1	target	1	433	784	14774	13.328	12.744	13.923
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134820	8	0.013328	60	0	60-180	60	95	NoGap	None	1	36	2	0	0	distractor	1	573	714	15488	13.328	13.025	13.633
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134826	8	0.013328	60	0	60-180	60	165	NoGap	None	1	37	2	45	1	target	1	318	841	16329	13.414	3.859	26.429
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134833	8	0.013328	60	0	60-180	60	88	NoGap	None	1	38	2	0	1	target	1	493	754	17083	13.328	13.273	13.378
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134839	8	0.013328	60	0	60-180	60	113	NoGap	None	1	39	2	45	1	target	1	385	808	17891	13.328	13.023	13.632
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134401	20111031.134845	8	0.013328	60	0	60-180	60	124	NoGap	None	1	40	2	45	1	target	1	497	752	18643	13.328	13.301	13.373
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134918	20111031.134925	8	0.013328	60	10	60-180	60	170	GapPrac	Blank	1	1	2	3	0	distractor	1	381	810	19453	13.374	13.261	13.399
ProbeTrack13	4	ProbeTrack	13.2	SCS215b	20111031.134918	20111031.134933	8	0.013328	60	10	60-180	60	172	GapPrac	Blank	1	2	2	3	1	target	1	402	799	20252	13.328	13.003	13.649
