exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092616	8	0.013328	60	0	60-180	60	68	NoGap	None	1	1	2	45	0	distractor	1	1907	47	47	13.382	13.115	13.532
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092628	8	0.013328	60	0	60-180	60	127	NoGap	None	1	2	2	1	0	distractor	1	470	765	812	13.328	12.825	13.828
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092647	8	0.013328	60	0	60-180	60	83	NoGap	None	1	3	2	45	1	target	1	417	792	1604	13.328	13.079	13.565
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092655	8	0.013328	60	0	60-180	60	104	NoGap	None	1	4	2	0	1	target	1	291	855	2459	13.328	13.305	13.359
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092720	8	0.013328	60	0	60-180	60	65	NoGap	None	1	5	2	1	1	distractor	0	390	-1000	1459	13.328	12.828	13.844
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092726	8	0.013328	60	0	60-180	60	68	NoGap	None	1	6	2	45	0	distractor	1	553	724	2183	13.328	12.933	13.718
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092734	8	0.013328	60	0	60-180	60	153	NoGap	None	1	7	2	3	0	distractor	1	564	718	2901	13.328	12.820	13.837
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092740	8	0.013328	60	0	60-180	60	86	NoGap	None	1	8	2	45	0	distractor	1	440	780	3681	13.328	13.117	13.528
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092747	8	0.013328	60	0	60-180	60	72	NoGap	None	1	9	2	0	1	distractor	0	375	-1000	2681	13.328	12.866	13.795
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092753	8	0.013328	60	0	60-180	60	127	NoGap	None	1	10	2	3	0	distractor	1	472	764	3445	13.328	13.126	13.537
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092801	8	0.013328	60	0	60-180	60	96	NoGap	None	1	11	2	1	0	distractor	1	431	785	4230	13.328	13.302	13.355
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092808	8	0.013328	60	0	60-180	60	145	NoGap	None	1	12	2	0	1	target	1	559	721	4951	13.328	12.884	13.780
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092815	8	0.013328	60	0	60-180	60	112	NoGap	None	1	13	2	3	1	target	1	588	706	5657	13.328	12.871	13.787
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092822	8	0.013328	60	0	60-180	60	113	NoGap	None	1	14	2	1	1	target	1	553	724	6381	13.328	13.305	13.354
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092829	8	0.013328	60	0	60-180	60	124	NoGap	None	1	15	2	45	0	distractor	1	724	638	7019	13.328	13.075	13.571
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092837	8	0.013328	60	0	60-180	60	92	NoGap	None	1	16	2	45	0	distractor	1	539	731	7750	13.328	12.912	13.735
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092844	8	0.013328	60	0	60-180	60	166	NoGap	None	1	17	2	45	1	target	1	461	770	8520	13.328	12.831	13.814
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092852	8	0.013328	60	0	60-180	60	77	NoGap	None	1	18	2	1	0	distractor	1	540	730	9250	13.328	12.918	13.728
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092858	8	0.013328	60	0	60-180	60	170	NoGap	None	1	19	2	0	0	distractor	1	432	784	10034	13.328	12.930	13.722
ProbeTrack13	2	ProbeTrack	13.2	SCS215b	20111031.092555	20111031.092910	8	0.013328	60	0	60-180	60	168	NoGap	None	1	20	2	45	1	target	1	443	779	10813	13.328	12.935	13.716
