exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093258	8	0.013328	60	0	60-180	60	122	NoGap	None	1	1	2	0	0	target	0	4663	-1000	-1000	13.380	13.301	13.373
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093441	8	0.013328	60	0	60-180	60	107	NoGap	None	1	2	2	0	0	target	0	1013	-1000	-2000	13.328	11.473	15.178
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093451	8	0.013328	60	0	60-180	60	119	NoGap	None	1	3	2	1	0	target	0	1041	-1000	-3000	13.328	12.743	13.942
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093458	8	0.013328	60	0	60-180	60	178	NoGap	None	1	4	2	45	0	target	0	722	-1000	-4000	13.328	12.917	13.729
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093507	8	0.013328	60	0	60-180	60	164	NoGap	None	1	5	2	0	1	distractor	0	896	-1000	-5000	13.328	13.118	13.539
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093515	8	0.013328	60	0	60-180	60	64	NoGap	None	1	6	2	0	0	target	0	560	-1000	-6000	13.328	13.035	13.638
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093521	8	0.013328	60	0	60-180	60	144	NoGap	None	1	7	2	1	0	target	0	592	-1000	-7000	13.328	9.819	17.814
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093527	8	0.013328	60	0	60-180	60	112	NoGap	None	1	8	2	1	0	target	0	699	-1000	-8000	13.328	13.087	13.566
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093533	8	0.013328	60	0	60-180	60	74	NoGap	None	1	9	2	1	1	target	1	605	698	-7302	13.328	13.300	13.350
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093539	8	0.013328	60	0	60-180	60	146	NoGap	None	1	10	2	0	1	distractor	0	809	-1000	-8302	13.520	7.508	40.192
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093546	8	0.013328	60	0	60-180	60	165	NoGap	None	1	11	2	45	1	distractor	0	611	-1000	-9302	13.328	10.177	16.472
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093553	8	0.013328	60	0	60-180	60	145	NoGap	None	1	12	2	1	1	distractor	0	617	-1000	-10302	13.328	9.168	17.498
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093600	8	0.013328	60	0	60-180	60	175	NoGap	None	1	13	2	45	1	distractor	0	557	-1000	-11302	13.328	6.623	20.027
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093607	8	0.013328	60	0	60-180	60	92	NoGap	None	1	14	2	0	1	distractor	0	644	-1000	-12302	13.319	6.904	19.741
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093613	8	0.013328	60	0	60-180	60	147	NoGap	None	1	15	2	45	1	distractor	0	606	-1000	-13302	13.328	11.747	14.916
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093621	8	0.013328	60	0	60-180	60	142	NoGap	None	1	16	2	3	1	distractor	0	571	-1000	-14302	13.328	5.480	21.174
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093627	8	0.013328	60	0	60-180	60	134	NoGap	None	1	17	2	1	0	target	0	698	-1000	-15302	13.328	13.262	13.394
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093634	8	0.013328	60	0	60-180	60	164	NoGap	None	1	18	2	45	1	distractor	0	623	-1000	-16302	13.328	13.243	13.408
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093641	8	0.013328	60	0	60-180	60	68	NoGap	None	1	19	2	3	0	target	0	622	-1000	-17302	13.328	12.969	13.679
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093647	8	0.013328	60	0	60-180	60	123	NoGap	None	1	20	2	45	0	target	0	576	-1000	-18302	13.374	7.645	24.797
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093654	8	0.013328	60	0	60-180	60	118	NoGap	None	1	21	2	0	0	target	0	682	-1000	-19302	13.328	7.127	19.528
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093700	8	0.013328	60	0	60-180	60	153	NoGap	None	1	22	2	45	1	distractor	0	782	-1000	-20302	13.328	12.792	13.977
ProbeTrack13	5	ProbeTrack	13.2	SCS215b	20111102.093249	20111102.093707	8	0.013328	60	0	60-180	60	97	NoGap	None	1	23	2	1	1	target	1	608	696	-19606	13.328	12.395	14.485
