exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134442	8	0.013328	60	0	60-180	60	92	NoGap	None	1	1	2	1	1	distractor	0	660	-1000	-1000	13.389	12.930	13.719
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134600	8	0.013328	60	0	60-180	60	176	NoGap	None	1	2	2	45	1	target	1	959	521	-479	13.328	10.382	16.269
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134610	8	0.013328	60	0	60-180	60	169	NoGap	None	1	3	2	1	0	distractor	1	945	528	49	13.328	12.610	14.015
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134618	8	0.013328	60	0	60-180	60	62	NoGap	None	1	4	2	0	1	target	1	527	737	786	13.328	13.100	13.564
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134625	8	0.013328	60	0	60-180	60	120	NoGap	None	1	5	2	0	1	target	1	570	715	1501	13.328	11.485	15.169
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134632	8	0.013328	60	0	60-180	60	113	NoGap	None	1	6	2	45	0	distractor	1	702	649	2150	13.328	11.677	15.050
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134639	8	0.013328	60	0	60-180	60	153	NoGap	None	1	7	2	0	1	distractor	0	615	-1000	1150	13.328	5.185	21.474
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134647	8	0.013328	60	0	60-180	60	108	NoGap	None	1	8	2	1	0	distractor	1	571	715	1865	13.328	7.104	19.550
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134653	8	0.013328	60	0	60-180	60	110	NoGap	None	1	9	2	45	0	distractor	1	489	756	2621	13.328	13.106	13.559
ProbeTrack13	15	ProbeTrack	13.2	SCS215b	20111107.134436	20111107.134700	8	0.013328	60	0	60-180	60	89	NoGap	None	1	10	2	3	0	distractor	1	877	562	3183	13.328	11.366	15.283
