exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092136	8	0.013328	60	0	60-180	60	79	NoGap	None	1	1	2	3	0	distractor	1	1779	111	111	13.390	13.107	13.545
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092312	8	0.013328	60	0	60-180	60	67	NoGap	None	1	2	2	45	0	distractor	1	533	734	845	13.328	13.115	13.540
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092323	8	0.013328	60	0	60-180	60	135	NoGap	None	1	3	2	1	1	target	1	963	519	1364	13.328	13.290	13.354
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092333	8	0.013328	60	0	60-180	60	123	NoGap	None	1	4	2	45	0	distractor	1	558	721	2085	13.328	12.914	13.739
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092340	8	0.013328	60	0	60-180	60	77	NoGap	None	1	5	2	3	0	distractor	1	728	636	2721	13.328	13.114	13.525
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092347	8	0.013328	60	0	60-180	60	92	NoGap	None	1	6	2	1	0	distractor	1	573	714	3435	13.328	13.303	13.358
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092353	8	0.013328	60	0	60-180	60	144	NoGap	None	1	7	2	45	1	target	1	1080	460	3895	13.493	12.939	40.317
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092400	8	0.013328	60	0	60-180	60	166	NoGap	None	1	8	2	45	1	distractor	0	655	-1000	2895	13.328	13.106	13.553
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092408	8	0.013328	60	0	60-180	60	82	NoGap	None	1	9	2	0	0	distractor	1	884	558	3453	13.328	13.086	13.574
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092414	8	0.013328	60	0	60-180	60	104	NoGap	None	1	10	2	3	1	target	1	1130	435	3888	13.328	13.100	13.550
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092421	8	0.013328	60	0	60-180	60	71	NoGap	None	1	11	2	0	0	distractor	1	886	557	4445	13.328	13.255	13.400
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092426	8	0.013328	60	0	60-180	60	141	NoGap	None	1	12	2	0	0	target	0	1048	-1000	3445	13.328	13.087	13.560
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092434	8	0.013328	60	0	60-180	60	97	NoGap	None	1	13	2	0	1	target	1	987	507	3952	13.328	12.956	13.726
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092440	8	0.013328	60	0	60-180	60	74	NoGap	None	1	14	2	45	1	target	1	700	650	4602	13.328	12.840	13.824
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092446	8	0.013328	60	0	60-180	60	152	NoGap	None	1	15	2	1	0	distractor	1	814	593	5195	13.467	13.063	39.996
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092453	8	0.013328	60	0	60-180	60	90	NoGap	None	1	16	2	3	0	target	0	1042	-1000	4195	13.328	13.248	13.412
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092500	8	0.013328	60	0	60-180	60	92	NoGap	None	1	17	2	1	1	target	1	654	673	4868	13.328	12.871	13.805
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092506	8	0.013328	60	0	60-180	60	69	NoGap	None	1	18	2	3	0	distractor	1	575	713	5581	13.328	13.121	13.454
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092512	8	0.013328	60	0	60-180	60	79	NoGap	None	1	19	2	45	1	target	1	613	694	6275	13.328	12.961	13.686
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092518	8	0.013328	60	0	60-180	60	107	NoGap	None	1	20	2	0	1	target	1	519	741	7016	13.328	12.981	13.678
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092524	8	0.013328	60	0	60-180	60	100	NoGap	None	1	21	2	1	0	distractor	1	601	700	7716	13.328	12.871	13.794
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092530	8	0.013328	60	0	60-180	60	86	NoGap	None	1	22	2	3	1	target	1	763	619	8335	13.328	12.867	13.785
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092536	8	0.013328	60	0	60-180	60	104	NoGap	None	1	23	2	45	0	distractor	1	627	687	9022	13.328	12.841	13.830
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092542	8	0.013328	60	0	60-180	60	79	NoGap	None	1	24	2	3	1	target	1	711	645	9667	13.328	12.878	13.777
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092548	8	0.013328	60	0	60-180	60	138	NoGap	None	1	25	2	45	1	target	1	410	795	10462	13.328	12.863	13.797
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092555	8	0.013328	60	0	60-180	60	161	NoGap	None	1	26	2	3	1	target	1	710	645	11107	13.328	12.889	13.689
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092602	8	0.013328	60	0	60-180	60	67	NoGap	None	1	27	2	0	1	target	1	708	646	11753	13.328	13.240	13.403
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092607	8	0.013328	60	0	60-180	60	134	NoGap	None	1	28	2	45	0	distractor	1	496	752	12505	13.328	12.860	13.810
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092614	8	0.013328	60	0	60-180	60	155	NoGap	None	1	29	2	45	0	target	0	395	-1000	11505	13.329	12.995	13.654
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092621	8	0.013328	60	0	60-180	60	61	NoGap	None	1	30	2	0	0	distractor	1	833	584	12089	13.328	13.309	13.363
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092628	8	0.013328	60	0	60-180	60	98	NoGap	None	1	31	2	1	0	distractor	1	816	592	12681	13.328	12.979	13.671
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092634	8	0.013328	60	0	60-180	60	90	NoGap	None	1	32	2	0	0	distractor	1	525	738	13419	13.328	13.109	13.557
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092639	8	0.013328	60	0	60-180	60	107	NoGap	None	1	33	2	1	1	target	1	390	805	14224	13.328	13.306	13.354
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092645	8	0.013328	60	0	60-180	60	116	NoGap	None	1	34	2	0	1	distractor	0	315	-1000	13224	13.328	12.998	13.663
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092651	8	0.013328	60	0	60-180	60	137	NoGap	None	1	35	2	3	1	target	1	551	725	13949	13.328	12.935	13.730
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092657	8	0.013328	60	0	60-180	60	105	NoGap	None	1	36	2	1	0	distractor	1	430	785	14734	13.328	13.020	13.624
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092703	8	0.013328	60	0	60-180	60	145	NoGap	None	1	37	2	1	1	target	1	398	801	15535	13.328	12.922	13.743
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092709	8	0.013328	60	0	60-180	60	114	NoGap	None	1	38	2	0	1	target	1	323	839	16374	13.328	13.102	13.556
ProbeTrack13	13	ProbeTrack	13.2	SCS215b	20111107.092128	20111107.092715	8	0.013328	60	0	60-180	60	167	NoGap	None	1	39	2	3	0	distractor	1	424	788	17162	13.327	12.893	13.682
