exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.468685	8	0.013327	60	0	60-180	60	64	NoGap	1	1	4	96	0	target	0	667	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.468795	8	0.013327	60	0	60-180	60	107	NoGap	1	2	4	0	1	target	1	7317	13.328	13.293	13.362
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.468957	8	0.013327	60	0	60-180	60	174	NoGap	1	3	4	96	1	target	1	267	13.328	13.292	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469076	8	0.013327	60	0	60-180	60	73	NoGap	1	4	4	6	0	target	0	427	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469149	8	0.013327	60	0	60-180	60	86	NoGap	1	5	4	6	1	target	1	400	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469215	8	0.013327	60	0	60-180	60	78	NoGap	1	6	4	0	0	target	0	427	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469284	8	0.013327	60	0	60-180	60	69	NoGap	1	7	4	3	1	target	1	787	13.328	13.289	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469351	8	0.013327	60	0	60-180	60	140	NoGap	1	8	4	3	0	target	0	413	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469424	8	0.013327	60	0	60-180	60	157	NoGap	1	9	4	96	0	target	0	773	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469521	8	0.013327	60	0	60-180	60	76	NoGap	1	10	4	3	0	target	0	267	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469584	8	0.013327	60	0	60-180	60	166	NoGap	1	11	4	3	0	target	0	254	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469661	8	0.013327	60	0	60-180	60	114	NoGap	1	12	4	96	0	distractor	1	307	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469747	8	0.013327	60	0	60-180	60	125	NoGap	1	13	4	96	1	distractor	0	307	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469832	8	0.013327	60	0	60-180	60	155	NoGap	1	14	4	0	0	target	0	267	13.328	13.289	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469905	8	0.013327	60	0	60-180	60	174	NoGap	1	15	4	3	0	target	0	267	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.469984	8	0.013327	60	0	60-180	60	123	NoGap	1	16	4	96	1	distractor	0	640	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470071	8	0.013327	60	0	60-180	60	140	NoGap	1	17	4	0	1	distractor	0	347	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470143	8	0.013327	60	0	60-180	60	158	NoGap	1	18	4	6	0	distractor	1	600	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470223	8	0.013327	60	0	60-180	60	105	NoGap	1	19	4	0	0	target	0	427	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470290	8	0.013327	60	0	60-180	60	167	NoGap	1	20	4	6	1	target	1	294	13.328	13.289	13.367
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470368	8	0.013327	60	0	60-180	60	119	NoGap	1	21	4	0	1	distractor	0	334	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470436	8	0.013327	60	0	60-180	60	178	NoGap	1	22	4	6	0	target	0	307	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470513	8	0.013327	60	0	60-180	60	126	NoGap	1	23	4	96	1	target	1	427	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470597	8	0.013327	60	0	60-180	60	159	NoGap	1	24	4	3	0	distractor	1	360	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470669	8	0.013327	60	0	60-180	60	158	NoGap	1	25	4	6	0	target	0	334	13.328	13.293	13.367
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470742	8	0.013327	60	0	60-180	60	160	NoGap	1	26	4	0	0	target	0	320	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470817	8	0.013327	60	0	60-180	60	146	NoGap	1	27	4	3	1	target	1	387	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470899	8	0.013327	60	0	60-180	60	98	NoGap	1	28	4	3	1	distractor	0	387	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.470966	8	0.013327	60	0	60-180	60	173	NoGap	1	29	4	6	1	distractor	0	387	13.328	13.293	13.366
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.471041	8	0.013327	60	0	60-180	60	66	NoGap	1	30	4	6	1	distractor	0	467	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.471104	8	0.013327	60	0	60-180	60	104	NoGap	1	31	4	6	1	distractor	0	320	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.471171	8	0.013327	60	0	60-180	60	115	NoGap	1	32	4	96	0	target	0	280	13.328	13.291	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.471251	8	0.013327	60	0	60-180	60	64	NoGap	1	33	4	96	0	distractor	1	440	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.471328	8	0.013327	60	0	60-180	60	70	NoGap	1	34	4	3	1	distractor	0	1466	13.328	13.293	13.363
ProbeTrack8	16	ProbeTrack	1415	SCS215a	733807.468184	733807.471423	8	0.013327	60	0	60-180	60	101	NoGap	1	35	4	0	0	target	0	493	13.328	13.293	13.363
