exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.513341	8	0.013328	60	0	60-180	60	134	NoGap	1	1	4	6	0	32	-3	8130	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.513587	8	0.013328	60	0	60-180	60	161	NoGap	1	2	4	0	1	target	1	334	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.513698	8	0.013328	60	0	60-180	60	89	NoGap	1	3	4	96	1	target	1	267	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.513810	8	0.013328	60	0	60-180	60	113	NoGap	1	4	4	6	1	target	1	320	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.513900	8	0.013328	60	0	60-180	60	131	NoGap	1	5	4	6	1	target	1	240	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.513969	8	0.013328	60	0	60-180	60	128	NoGap	1	6	4	0	1	target	1	227	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514046	8	0.013328	60	0	60-180	60	135	NoGap	1	7	4	0	0	target	0	227	13.328	13.293	13.362
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514119	8	0.013328	60	0	60-180	60	94	NoGap	1	8	4	96	0	target	0	360	13.328	13.293	13.369
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514199	8	0.013328	60	0	60-180	60	89	NoGap	1	9	4	3	1	target	1	613	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514281	8	0.013328	60	0	60-180	60	106	NoGap	1	10	4	3	0	target	0	400	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514349	8	0.013328	60	0	60-180	60	143	NoGap	1	11	4	96	1	32	-3	2199	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514462	8	0.013328	60	0	60-180	60	81	NoGap	1	12	4	3	0	32	-3	3492	13.328	13.290	13.366
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514558	8	0.013328	60	0	60-180	60	163	NoGap	1	13	4	0	0	target	0	254	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514637	8	0.013328	60	0	60-180	60	144	NoGap	1	14	4	6	1	target	1	827	13.328	13.293	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514715	8	0.013328	60	0	60-180	60	77	NoGap	1	15	4	3	0	target	0	627	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514780	8	0.013328	60	0	60-180	60	119	NoGap	1	16	4	96	0	target	0	400	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514865	8	0.013328	60	0	60-180	60	127	NoGap	1	17	4	6	1	distractor	0	707	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.514942	8	0.013328	60	0	60-180	60	160	NoGap	1	18	4	6	1	target	1	427	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515021	8	0.013328	60	0	60-180	60	134	NoGap	1	19	4	96	0	distractor	1	427	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515106	8	0.013328	60	0	60-180	60	127	NoGap	1	20	4	0	0	distractor	1	454	13.328	13.293	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515173	8	0.013328	60	0	60-180	60	138	NoGap	1	21	4	6	0	distractor	1	493	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515244	8	0.013328	60	0	60-180	60	126	NoGap	1	22	4	6	1	distractor	0	493	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515316	8	0.013328	60	0	60-180	60	120	NoGap	1	23	4	6	0	target	0	800	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515394	8	0.013328	60	0	60-180	60	143	NoGap	1	24	4	0	0	distractor	1	547	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515466	8	0.013328	60	0	60-180	60	102	NoGap	1	25	4	3	1	distractor	0	627	13.328	13.288	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515533	8	0.013328	60	0	60-180	60	107	NoGap	1	26	4	6	0	target	0	520	13.328	13.288	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515600	8	0.013328	60	0	60-180	60	121	NoGap	1	27	4	6	1	distractor	0	680	13.328	13.293	13.365
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515670	8	0.013328	60	0	60-180	60	121	NoGap	1	28	4	0	0	target	0	507	13.328	13.293	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515737	8	0.013328	60	0	60-180	60	94	NoGap	1	29	4	3	0	32	-3	1839	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515820	8	0.013328	60	0	60-180	60	145	NoGap	1	30	4	0	1	target	1	454	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.515939	8	0.013328	60	0	60-180	60	143	NoGap	1	31	4	96	0	distractor	1	693	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516027	8	0.013328	60	0	60-180	60	105	NoGap	1	32	4	96	0	32	-3	2999	13.328	13.289	13.367
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516137	8	0.013328	60	0	60-180	60	167	NoGap	1	33	4	3	1	distractor	0	560	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516220	8	0.013328	60	0	60-180	60	174	NoGap	1	34	4	96	1	distractor	0	707	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516313	8	0.013328	60	0	60-180	60	158	NoGap	1	35	4	0	1	distractor	0	600	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516388	8	0.013328	60	0	60-180	60	145	NoGap	1	36	4	3	1	target	1	613	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516460	8	0.013328	60	0	60-180	60	151	NoGap	1	37	4	0	0	distractor	1	680	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516533	8	0.013328	60	0	60-180	60	116	NoGap	1	38	4	3	1	distractor	0	667	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516607	8	0.013328	60	0	60-180	60	122	NoGap	1	39	4	3	0	target	0	667	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516676	8	0.013328	60	0	60-180	60	127	NoGap	1	40	4	96	1	target	1	613	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516762	8	0.013328	60	0	60-180	60	102	NoGap	1	41	4	3	1	distractor	0	853	13.328	13.293	13.365
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516831	8	0.013328	60	0	60-180	60	94	NoGap	1	42	4	96	0	distractor	1	560	13.328	13.293	13.366
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516910	8	0.013328	60	0	60-180	60	67	NoGap	1	43	4	96	1	target	1	640	13.328	13.292	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.516987	8	0.013328	60	0	60-180	60	154	NoGap	1	44	4	6	0	target	0	693	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.517067	8	0.013328	60	0	60-180	60	169	NoGap	1	45	4	96	1	distractor	0	440	13.328	13.289	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.517157	8	0.013328	60	0	60-180	60	82	NoGap	1	46	4	6	0	target	0	613	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.517226	8	0.013328	60	0	60-180	60	180	NoGap	1	47	4	0	1	distractor	0	507	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.517306	8	0.013328	60	0	60-180	60	108	NoGap	1	48	4	0	1	target	1	787	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.517376	8	0.013328	60	0	60-180	60	66	NoGap	1	49	4	3	0	distractor	1	653	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.512771	733745.517437	8	0.013328	60	0	60-180	60	171	NoGap	1	50	4	0	1	distractor	0	493	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.518969	8	0.013328	60	10	60-180	60	117	GapPrac	1	1	2	0	0	target	0	747	13.328	13.289	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519064	8	0.013328	60	10	60-180	60	123	GapPrac	1	2	2	3	1	distractor	0	667	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519136	8	0.013328	60	10	60-180	60	157	GapPrac	1	3	2	96	0	distractor	1	920	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519231	8	0.013328	60	10	60-180	60	83	GapPrac	1	4	2	3	0	distractor	1	587	13.328	13.290	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519295	8	0.013328	60	10	60-180	60	66	GapPrac	1	5	2	96	0	distractor	1	960	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519376	8	0.013328	60	10	60-180	60	174	GapPrac	1	6	2	3	0	target	0	787	13.328	13.293	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519457	8	0.013328	60	10	60-180	60	104	GapPrac	1	7	2	3	1	distractor	0	560	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519523	8	0.013328	60	10	60-180	60	96	GapPrac	1	8	2	6	0	target	0	880	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519593	8	0.013328	60	10	60-180	60	133	GapPrac	1	9	2	3	1	distractor	0	533	13.328	13.292	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519667	8	0.013328	60	10	60-180	60	170	GapPrac	1	10	2	3	0	target	0	667	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519749	8	0.013328	60	10	60-180	60	66	GapPrac	1	11	2	6	1	target	1	840	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519817	8	0.013328	60	10	60-180	60	96	GapPrac	1	12	2	0	0	distractor	1	587	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519882	8	0.013328	60	10	60-180	60	101	GapPrac	1	13	2	6	1	target	1	667	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.519969	8	0.013328	60	10	60-180	60	95	GapPrac	1	14	2	96	1	target	1	773	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.520052	8	0.013328	60	10	60-180	60	117	GapPrac	1	15	2	6	0	distractor	1	560	13.328	13.292	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.520121	8	0.013328	60	10	60-180	60	94	GapPrac	1	16	2	96	0	distractor	1	840	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.520204	8	0.013328	60	10	60-180	60	137	GapPrac	1	17	2	0	1	target	1	520	13.328	13.289	13.366
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.520277	8	0.013328	60	10	60-180	60	61	GapPrac	1	18	2	96	1	distractor	0	800	13.328	13.289	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.520354	8	0.013328	60	10	60-180	60	124	GapPrac	1	19	2	0	0	target	0	653	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.518619	733745.520425	8	0.013328	60	10	60-180	60	164	GapPrac	1	20	2	0	1	target	1	453	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.521673	8	0.013328	60	10	60-180	60	166	GapPrac	1	1	2	0	1	distractor	0	480	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.521773	8	0.013328	60	10	60-180	60	121	GapPrac	1	2	2	3	0	distractor	1	640	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.521843	8	0.013328	60	10	60-180	60	124	GapPrac	1	3	2	6	1	target	1	413	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.521912	8	0.013328	60	10	60-180	60	180	GapPrac	1	4	2	96	1	target	1	680	13.328	13.292	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522007	8	0.013328	60	10	60-180	60	178	GapPrac	1	5	2	3	0	target	0	520	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522087	8	0.013328	60	10	60-180	60	162	GapPrac	1	6	2	96	0	distractor	1	653	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522181	8	0.013328	60	10	60-180	60	172	GapPrac	1	7	2	6	0	target	0	680	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522260	8	0.013328	60	10	60-180	60	164	GapPrac	1	8	2	3	1	distractor	0	587	13.328	13.293	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522335	8	0.013328	60	10	60-180	60	66	GapPrac	1	9	2	96	1	target	1	400	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522419	8	0.013328	60	10	60-180	60	178	GapPrac	1	10	2	0	0	distractor	1	747	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522499	8	0.013328	60	10	60-180	60	86	GapPrac	1	11	2	6	1	target	1	467	13.328	13.237	13.420
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522562	8	0.013328	60	10	60-180	60	167	GapPrac	1	12	2	3	0	distractor	1	907	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522643	8	0.013328	60	10	60-180	60	168	GapPrac	1	13	2	0	1	target	1	587	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522720	8	0.013328	60	10	60-180	60	71	GapPrac	1	14	2	3	1	target	1	680	13.328	13.293	13.366
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522786	8	0.013328	60	10	60-180	60	99	GapPrac	1	15	2	96	0	distractor	1	747	13.328	13.293	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522869	8	0.013328	60	10	60-180	60	143	GapPrac	1	16	2	96	1	distractor	0	667	13.328	13.292	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.522958	8	0.013328	60	10	60-180	60	91	GapPrac	1	17	2	6	1	target	1	800	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.523030	8	0.013328	60	10	60-180	60	82	GapPrac	1	18	2	0	1	target	1	454	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.523092	8	0.013328	60	10	60-180	60	78	GapPrac	1	19	2	0	0	target	0	480	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.521617	733745.523154	8	0.013328	60	10	60-180	60	171	GapPrac	1	20	2	6	0	distractor	1	813	13.328	13.292	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.524717	8	0.013322	60	10	60-180	60	161	GapExp	1	1	2	0	1	target	1	627	13.328	13.293	13.365
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.524827	8	0.013322	60	10	60-180	60	138	GapExp	1	2	2	96	0	distractor	1	653	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.524917	8	0.013322	60	10	60-180	60	171	GapExp	1	3	2	96	1	distractor	0	547	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.525009	8	0.013322	60	10	60-180	60	103	GapExp	1	4	2	6	0	target	0	600	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.525075	8	0.013322	60	10	60-180	60	84	GapExp	1	5	2	3	0	target	0	693	13.328	13.293	13.364
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.525140	8	0.013322	60	10	60-180	60	149	GapExp	0	6	2	0	0	distractor	1	720	13.328	13.293	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.525214	8	0.013322	60	10	60-180	60	153	GapExp	0	7	2	96	1	target	1	667	13.328	13.292	13.363
ProbeTrack8	5	ProbeTrack	1415	SCS215b	733745.524616	733745.525309	8	0.013322	60	10	60-180	60	149	GapExp	0	8	2	3	1	target	1	747	13.328	13.293	13.363
