exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085632	8	0.013328	60	0	60-180	60	104	NoGap	1	1	2	4	0	target	0	1253	-1000	-1000	13.328	13.293	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085638	8	0.013328	60	0	60-180	60	97	NoGap	1	2	2	1	0	distractor	1	667	667	-333	13.328	13.293	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085643	8	0.013328	60	0	60-180	60	167	NoGap	1	3	2	0	0	distractor	1	587	707	374	13.328	13.293	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085649	8	0.013328	60	0	60-180	60	164	NoGap	1	4	2	75	1	target	1	667	667	1041	13.328	13.223	13.400
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085656	8	0.013328	60	0	60-180	60	141	NoGap	1	5	2	1	0	distractor	1	933	534	1575	13.328	13.293	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085702	8	0.013328	60	0	60-180	60	77	NoGap	1	6	2	0	1	distractor	0	414	-1000	575	13.328	13.293	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085707	8	0.013328	60	0	60-180	60	70	NoGap	1	7	2	2	1	target	1	454	773	1348	13.328	13.292	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085711	8	0.013328	60	0	60-180	60	88	NoGap	1	8	2	4	0	distractor	1	507	747	2095	13.328	13.293	13.367
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085716	8	0.013328	60	0	60-180	60	85	NoGap	1	9	2	1	0	distractor	1	494	753	2848	13.328	13.293	13.364
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085721	8	0.013328	60	0	60-180	60	128	NoGap	1	10	2	75	0	distractor	1	533	734	3582	13.328	13.293	13.367
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085728	8	0.013328	60	0	60-180	60	157	NoGap	1	11	2	75	1	target	1	560	720	4302	13.328	13.289	13.366
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085735	8	0.013328	60	0	60-180	60	132	NoGap	1	12	2	1	1	target	1	454	773	5075	13.328	13.293	13.369
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085740	8	0.013328	60	0	60-180	60	174	NoGap	1	13	2	0	0	distractor	1	440	780	5855	13.328	13.292	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085746	8	0.013328	60	0	60-180	60	71	NoGap	1	14	2	1	1	target	1	360	820	6675	13.328	13.293	13.363
ProbeTrackDT01	12	ProbeTrack	10.4	SCS215a	20100707.085623	20100707.085751	8	0.013328	60	0	60-180	60	128	NoGap	1	15	2	75	0	distractor	1	414	793	7468	13.328	13.289	13.365
