exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131731	8	0.013328	60	0	60-180	60	148	NoGap	1	1	2	3	1	target	1	1986	7	7	13.375	13.221	26.765
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131739	8	0.013328	60	0	60-180	60	97	NoGap	1	2	2	3	0	distractor	1	1027	487	494	13.328	13.293	13.363
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131744	8	0.013328	60	0	60-180	60	100	NoGap	1	3	2	6	1	target	1	800	600	1094	13.328	13.079	13.542
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131750	8	0.013328	60	0	60-180	60	134	NoGap	1	4	2	3	1	target	1	747	627	1721	13.328	13.187	13.503
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131756	8	0.013328	60	0	60-180	60	114	NoGap	1	5	2	9	0	distractor	1	627	687	2408	13.328	13.140	13.516
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131801	8	0.013328	60	0	60-180	60	115	NoGap	1	6	2	1	0	distractor	1	587	707	3115	13.328	13.283	13.373
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131807	8	0.013328	60	0	60-180	60	73	NoGap	1	7	2	3	1	distractor	0	480	-1000	2115	13.328	13.293	13.362
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131811	8	0.013328	60	0	60-180	60	165	NoGap	1	8	2	9	0	distractor	1	600	700	2815	13.328	13.293	13.363
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131818	8	0.013328	60	0	60-180	60	124	NoGap	1	9	2	1	1	target	1	520	740	3555	13.328	13.293	13.363
DTProbeTrack02	13	ProbeTrack	12.1	SCS215a	20100824.131714	20100824.131823	8	0.013328	60	0	60-180	60	178	NoGap	1	10	2	1	0	distractor	1	534	733	4288	13.328	13.293	13.363
