exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100313	8	0.013327	60	0	60-180	60	175	NoGap	1	1	2	9	1	target	1	853	574	574	13.328	12.938	13.718
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100320	8	0.013327	60	0	60-180	60	118	NoGap	1	2	2	1	0	distractor	1	1027	487	1061	13.328	13.293	13.363
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100326	8	0.013327	60	0	60-180	60	77	NoGap	1	3	2	9	0	target	0	1147	-1000	61	13.328	12.984	13.641
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100331	8	0.013327	60	0	60-180	60	151	NoGap	1	4	2	1	1	target	1	613	694	755	13.328	13.293	13.363
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100337	8	0.013327	60	0	60-180	60	111	NoGap	1	5	2	45	0	distractor	1	747	627	1382	13.328	12.984	13.638
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100343	8	0.013327	60	0	60-180	60	126	NoGap	1	6	2	9	0	distractor	1	760	620	2002	13.328	13.078	13.610
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100349	8	0.013327	60	0	60-180	60	127	NoGap	1	7	2	9	1	distractor	0	494	-1000	1002	13.328	13.293	13.362
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100355	8	0.013327	60	0	60-180	60	116	NoGap	1	8	2	45	1	target	1	627	687	1689	13.328	13.293	13.363
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100401	8	0.013327	60	0	60-180	60	129	NoGap	1	9	2	1	1	target	1	600	700	2389	13.328	13.293	13.363
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100407	8	0.013327	60	0	60-180	60	122	NoGap	1	10	2	3	0	distractor	1	560	720	3109	13.328	13.293	13.363
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100412	8	0.013327	60	0	60-180	60	148	NoGap	1	11	2	3	1	target	1	454	773	3882	13.328	13.194	13.490
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100418	8	0.013327	60	0	60-180	60	84	NoGap	1	12	2	6	1	target	1	440	780	4662	13.327	13.292	13.363
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100423	8	0.013327	60	0	60-180	60	152	NoGap	1	13	2	3	0	distractor	1	574	713	5375	13.328	13.287	13.363
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100429	8	0.013327	60	0	60-180	60	126	NoGap	1	14	2	45	1	target	1	494	753	6128	13.328	13.289	13.366
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100435	8	0.013327	60	0	60-180	60	103	NoGap	1	15	2	9	1	target	1	614	693	6821	13.328	12.981	13.641
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100441	8	0.013327	60	0	60-180	60	94	NoGap	1	16	2	6	1	target	1	454	773	7594	13.327	13.065	13.624
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100446	8	0.013327	60	0	60-180	60	104	NoGap	1	17	2	6	0	distractor	1	547	727	8321	13.328	13.143	13.512
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100451	8	0.013327	60	0	60-180	60	146	NoGap	1	18	2	3	0	distractor	1	560	720	9041	13.328	12.966	13.655
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100457	8	0.013327	60	0	60-180	60	149	NoGap	1	19	2	3	1	distractor	0	467	-1000	8041	13.328	12.955	13.701
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100503	8	0.013327	60	0	60-180	60	146	NoGap	1	20	2	6	0	distractor	1	747	627	8668	13.328	13.062	13.626
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100509	8	0.013327	60	0	60-180	60	124	NoGap	1	21	2	9	0	distractor	1	587	707	9375	13.328	13.135	13.487
DTProbeTrack02	3	ProbeTrack	12.1	SCS215a	20100804.100304	20100804.100515	8	0.013327	60	0	60-180	60	88	NoGap	1	22	2	45	0	distractor	1	800	600	9975	13.328	13.270	13.385
