exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143342	8	0.013327	60	0	60-180	60	86	NoGap	1	1	2	9	0	distractor	1	2559	0	0	13.328	12.889	13.747
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143349	8	0.013327	60	0	60-180	60	100	NoGap	1	2	2	9	0	target	0	773	-1000	-1000	13.328	13.041	13.621
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143355	8	0.013327	60	0	60-180	60	120	NoGap	1	3	2	45	1	target	1	987	507	-493	13.328	13.100	13.563
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143401	8	0.013327	60	0	60-180	60	142	NoGap	1	4	2	9	1	target	1	694	653	160	13.328	12.956	13.714
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143407	8	0.013327	60	0	60-180	60	156	NoGap	1	5	2	9	1	target	1	574	713	873	13.328	12.948	13.719
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143413	8	0.013327	60	0	60-180	60	173	NoGap	1	6	2	1	1	target	1	614	693	1566	13.328	13.087	13.563
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143419	8	0.013327	60	0	60-180	60	171	NoGap	1	7	2	45	1	target	1	600	700	2266	13.367	12.867	27.120
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143426	8	0.013327	60	0	60-180	60	136	NoGap	1	8	2	6	1	target	1	747	627	2893	13.376	12.929	26.687
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143432	8	0.013327	60	0	60-180	60	143	NoGap	1	9	2	45	1	target	1	640	680	3573	13.328	12.857	13.778
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143439	8	0.013327	60	0	60-180	60	113	NoGap	1	10	2	1	0	distractor	1	733	634	4207	13.328	12.935	13.710
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143444	8	0.013327	60	0	60-180	60	62	NoGap	1	11	2	6	0	distractor	1	747	627	4834	13.394	12.899	27.077
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143449	8	0.013327	60	0	60-180	60	119	NoGap	1	12	2	9	1	target	1	574	713	5547	13.381	13.000	26.968
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143455	8	0.013327	60	0	60-180	60	165	NoGap	1	13	2	9	0	distractor	1	600	700	6247	13.373	12.965	26.644
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143501	8	0.013327	60	0	60-180	60	172	NoGap	1	14	2	6	0	distractor	1	640	680	6927	13.328	13.307	13.349
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143507	8	0.013327	60	0	60-180	60	180	NoGap	1	15	2	1	0	distractor	1	880	560	7487	13.328	13.083	13.566
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143514	8	0.013327	60	0	60-180	60	68	NoGap	1	16	2	6	1	target	1	414	793	8280	13.328	13.102	13.554
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143519	8	0.013327	60	0	60-180	60	147	NoGap	1	17	2	1	0	distractor	1	494	753	9033	13.328	12.996	13.674
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143524	8	0.013327	60	0	60-180	60	75	NoGap	1	18	2	6	0	target	0	547	-1000	8033	13.328	12.863	13.804
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143529	8	0.013327	60	0	60-180	60	156	NoGap	1	19	2	3	1	target	1	496	752	8785	13.425	12.844	26.771
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143535	8	0.013327	60	0	60-180	60	119	NoGap	1	20	2	3	0	distractor	1	560	720	9505	13.328	13.119	13.552
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143541	8	0.013327	60	0	60-180	60	102	NoGap	1	21	2	1	1	target	1	587	707	10212	13.328	13.039	13.750
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143546	8	0.013327	60	0	60-180	60	155	NoGap	1	22	2	45	1	distractor	0	400	-1000	9212	13.328	12.909	13.751
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143552	8	0.013327	60	0	60-180	60	97	NoGap	1	23	2	6	0	distractor	1	680	660	9872	13.328	13.303	13.352
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143558	8	0.013327	60	0	60-180	60	157	NoGap	1	24	2	3	1	target	1	440	780	10652	13.328	12.973	13.676
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143604	8	0.013327	60	0	60-180	60	109	NoGap	1	25	2	3	1	target	1	414	793	11445	13.328	13.309	13.348
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143609	8	0.013327	60	0	60-180	60	133	NoGap	1	26	2	3	0	distractor	1	494	753	12198	13.328	13.100	13.545
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143614	8	0.013327	60	0	60-180	60	148	NoGap	1	27	2	1	0	distractor	1	627	687	12885	13.328	13.110	13.557
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143620	8	0.013327	60	0	60-180	60	80	NoGap	1	28	2	3	1	target	1	614	693	13578	13.328	12.930	13.713
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143625	8	0.013327	60	0	60-180	60	154	NoGap	1	29	2	1	1	target	1	547	727	14305	13.328	13.009	13.653
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143631	8	0.013327	60	0	60-180	60	172	NoGap	1	30	2	45	0	distractor	1	414	793	15098	13.328	13.056	13.586
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143638	8	0.013327	60	0	60-180	60	73	NoGap	1	31	2	45	0	target	0	614	-1000	14098	13.383	13.036	26.757
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143643	8	0.013327	60	0	60-180	60	149	NoGap	1	32	2	1	1	target	1	634	683	14781	13.426	12.907	40.129
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143649	8	0.013327	60	0	60-180	60	115	NoGap	1	33	2	9	1	target	1	427	787	15568	13.328	13.308	13.347
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143655	8	0.013327	60	0	60-180	60	68	NoGap	1	34	2	9	0	target	0	880	-1000	14568	13.328	13.298	13.351
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143700	8	0.013327	60	0	60-180	60	65	NoGap	1	35	2	3	0	distractor	1	627	687	15255	13.328	13.289	13.356
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143705	8	0.013327	60	0	60-180	60	96	NoGap	1	36	2	6	1	target	1	494	753	16008	13.328	12.996	13.664
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143710	8	0.013327	60	0	60-180	60	167	NoGap	1	37	2	6	1	target	1	400	800	16808	13.328	13.003	13.660
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143716	8	0.013327	60	0	60-180	60	112	NoGap	1	38	2	45	0	distractor	1	520	740	17548	13.328	12.952	13.700
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143722	8	0.013327	60	0	60-180	60	144	NoGap	1	39	2	3	0	distractor	1	520	740	18288	13.328	13.306	13.343
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143323	20101008.143728	8	0.013327	60	0	60-180	60	140	NoGap	1	40	2	45	0	distractor	1	573	714	19002	13.328	13.307	13.344
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143834	8	0.013328	60	10	60-180	60	161	GapPrac	1	1	2	1	0	distractor	1	1040	480	19482	13.328	13.102	13.551
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143841	8	0.013328	60	10	60-180	60	115	GapPrac	1	2	2	1	1	distractor	0	1133	-1000	18482	13.328	12.956	13.693
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143847	8	0.013328	60	10	60-180	60	172	GapPrac	1	3	2	3	0	distractor	1	1013	494	18976	13.411	13.304	26.648
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143854	8	0.013328	60	10	60-180	60	111	GapPrac	1	4	2	9	0	distractor	1	1053	474	19450	13.378	12.968	26.585
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143900	8	0.013328	60	10	60-180	60	130	GapPrac	1	5	2	1	1	target	1	933	534	19984	13.376	13.037	26.720
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143906	8	0.013328	60	10	60-180	60	136	GapPrac	1	6	2	45	1	target	1	867	567	20551	13.369	13.219	26.266
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143912	8	0.013328	60	10	60-180	60	77	GapPrac	1	7	2	3	0	distractor	1	920	540	21091	13.328	13.101	13.551
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143918	8	0.013328	60	10	60-180	60	74	GapPrac	1	8	2	6	0	distractor	1	720	640	21731	13.328	12.918	13.733
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143923	8	0.013328	60	10	60-180	60	93	GapPrac	1	9	2	6	1	target	1	480	760	22491	13.328	12.931	13.765
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143928	8	0.013328	60	10	60-180	60	91	GapPrac	1	10	2	9	0	distractor	1	680	660	23151	13.328	13.301	13.358
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143934	8	0.013328	60	10	60-180	60	80	GapPrac	1	11	2	45	0	distractor	1	733	634	23785	13.328	13.294	13.361
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143940	8	0.013328	60	10	60-180	60	176	GapPrac	1	12	2	3	1	target	1	614	693	24478	13.328	12.949	13.743
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143946	8	0.013328	60	10	60-180	60	137	GapPrac	1	13	2	6	0	distractor	1	574	713	25191	13.377	13.092	26.877
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143952	8	0.013328	60	10	60-180	60	143	GapPrac	1	14	2	6	1	distractor	0	733	-1000	24191	13.328	12.884	13.758
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.143958	8	0.013328	60	10	60-180	60	102	GapPrac	1	15	2	45	1	target	1	574	713	24904	13.328	12.881	13.770
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.144004	8	0.013328	60	10	60-180	60	126	GapPrac	1	16	2	3	1	target	1	680	660	25564	13.328	13.119	13.348
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.144010	8	0.013328	60	10	60-180	60	162	GapPrac	1	17	2	9	1	target	1	520	740	26304	13.328	13.077	13.789
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.144016	8	0.013328	60	10	60-180	60	86	GapPrac	1	18	2	45	0	distractor	1	680	660	26964	13.427	13.308	26.621
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.144022	8	0.013328	60	10	60-180	60	171	GapPrac	1	19	2	1	0	distractor	1	693	654	27618	13.371	13.098	26.651
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.143820	20101008.144029	8	0.013328	60	10	60-180	60	104	GapPrac	1	20	2	9	1	target	1	613	694	28312	13.436	12.860	27.038
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144417	8	0.013328	60	10	60-180	60	83	GapPrac	1	1	2	1	0	distractor	1	800	600	28912	13.328	13.296	13.347
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144422	8	0.013328	60	10	60-180	60	139	GapPrac	1	2	2	6	0	distractor	1	813	594	29506	13.374	12.868	26.680
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144429	8	0.013328	60	10	60-180	60	83	GapPrac	1	3	2	3	0	distractor	1	707	647	30153	13.328	12.940	13.715
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144434	8	0.013328	60	10	60-180	60	168	GapPrac	1	4	2	6	1	target	1	747	627	30780	13.370	12.850	27.123
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144441	8	0.013328	60	10	60-180	60	120	GapPrac	1	5	2	9	1	target	1	1520	240	31020	13.328	12.912	13.750
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144447	8	0.013328	60	10	60-180	60	99	GapPrac	1	6	2	9	0	target	0	1560	-1000	30020	13.380	12.915	26.986
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144454	8	0.013328	60	10	60-180	60	138	GapPrac	1	7	2	3	1	target	1	1373	314	30334	13.328	12.846	13.816
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144500	8	0.013328	60	10	60-180	60	177	GapPrac	1	8	2	3	1	distractor	0	1413	-1000	29334	13.451	12.905	26.651
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144508	8	0.013328	60	10	60-180	60	64	GapPrac	1	9	2	45	0	distractor	1	495	753	30087	13.442	12.875	26.802
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144513	8	0.013328	60	10	60-180	60	110	GapPrac	1	10	2	9	0	distractor	1	694	653	30740	13.431	12.874	27.129
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144519	8	0.013328	60	10	60-180	60	89	GapPrac	1	11	2	6	0	distractor	1	667	667	31407	13.621	12.883	39.745
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144524	8	0.013328	60	10	60-180	60	143	GapPrac	1	12	2	45	1	distractor	0	938	-1000	30407	13.488	12.836	27.072
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144531	8	0.013328	60	10	60-180	60	65	GapPrac	1	13	2	1	1	distractor	0	1404	-1000	29407	13.328	12.854	13.805
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144537	8	0.013328	60	10	60-180	60	166	GapPrac	1	14	2	9	1	target	1	707	647	30054	13.370	12.927	27.058
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144544	8	0.013328	60	10	60-180	60	126	GapPrac	1	15	2	1	0	distractor	1	600	700	30754	13.379	12.872	26.708
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144549	8	0.013328	60	10	60-180	60	125	GapPrac	1	16	2	45	0	distractor	1	787	607	31361	13.370	12.886	26.660
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144556	8	0.013328	60	10	60-180	60	168	GapPrac	1	17	2	1	1	distractor	0	933	-1000	30361	13.370	12.864	26.793
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144602	8	0.013328	60	10	60-180	60	129	GapPrac	1	18	2	45	1	distractor	0	787	-1000	29361	13.328	13.029	13.632
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144609	8	0.013328	60	10	60-180	60	105	GapPrac	1	19	2	3	0	target	0	1013	-1000	28361	13.433	12.848	26.594
DTProbeTrack02	17	ProbeTrack	12.1	SCS215a	20101008.144411	20101008.144615	8	0.013328	60	10	60-180	60	99	GapPrac	1	20	2	6	1	distractor	0	787	-1000	27361	13.381	12.858	27.116
