exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100548	8	0.013328	60	0	60-180	60	115	NoGap	1	1	2	6	0	distractor	1	1480	260	260	13.328	13.169	13.519
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100554	8	0.013328	60	0	60-180	60	161	NoGap	1	2	2	1	1	target	1	747	627	887	13.328	13.035	13.654
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100601	8	0.013328	60	0	60-180	60	83	NoGap	1	3	2	45	1	target	1	560	720	1607	13.328	13.290	13.367
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100606	8	0.013328	60	0	60-180	60	169	NoGap	1	4	2	9	1	target	1	574	713	2320	13.328	13.293	13.363
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100612	8	0.013328	60	0	60-180	60	156	NoGap	1	5	2	1	0	distractor	1	534	733	3053	13.328	13.293	13.363
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100618	8	0.013328	60	0	60-180	60	69	NoGap	1	6	2	45	1	target	1	654	673	3726	13.328	13.098	13.526
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100624	8	0.013328	60	0	60-180	60	98	NoGap	1	7	2	9	1	target	1	587	707	4433	13.328	13.293	13.363
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100629	8	0.013328	60	0	60-180	60	106	NoGap	1	8	2	3	1	target	1	640	680	5113	13.328	13.293	13.363
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100635	8	0.013328	60	0	60-180	60	161	NoGap	1	9	2	45	1	target	1	427	787	5900	13.328	13.293	13.363
DTProbeTrack02	6	ProbeTrack	12.1	SCS215a	20100805.100531	20100805.100641	8	0.013328	60	0	60-180	60	109	NoGap	1	10	2	1	1	target	1	547	727	6627	13.328	13.293	13.364
