exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.120834	8	0.013328	60	0	60-180	60	126	NoGap	None	1	1	2	30	1	target	1	4695	0	0	13.374	13.303	13.352
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121028	8	0.013328	60	0	60-180	60	116	NoGap	None	1	2	2	3	0	distractor	1	799	601	601	13.328	13.084	13.559
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121048	8	0.013328	60	0	60-180	60	87	NoGap	None	1	3	2	1	0	target	0	1017	-1000	-399	13.328	13.113	13.541
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121101	8	0.013328	60	0	60-180	60	103	NoGap	None	1	4	2	0	1	distractor	0	794	-1000	-1399	13.328	13.307	13.347
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121107	8	0.013328	60	0	60-180	60	118	NoGap	None	1	5	2	30	1	target	1	834	583	-816	13.328	2.733	23.894
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121114	8	0.013328	60	0	60-180	60	111	NoGap	None	1	6	2	1	0	distractor	1	497	752	-64	13.328	13.112	13.559
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121121	8	0.013328	60	0	60-180	60	168	NoGap	None	1	7	2	0	0	distractor	1	542	729	665	13.328	10.700	15.934
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121128	8	0.013328	60	0	60-180	60	164	NoGap	None	1	8	2	30	0	distractor	1	488	756	1421	13.328	10.091	16.560
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121135	8	0.013328	60	0	60-180	60	134	NoGap	None	1	9	2	1	0	distractor	1	442	779	2200	13.328	13.309	13.349
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121141	8	0.013328	60	0	60-180	60	107	NoGap	None	1	10	2	0	1	target	1	553	724	2924	13.328	13.307	13.349
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121147	8	0.013328	60	0	60-180	60	70	NoGap	None	1	11	2	3	0	distractor	1	409	796	3720	13.328	8.064	18.657
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121152	8	0.013328	60	0	60-180	60	95	NoGap	None	1	12	2	0	0	distractor	1	472	764	4484	13.328	13.093	13.556
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121158	8	0.013328	60	0	60-180	60	64	NoGap	None	1	13	2	30	0	distractor	1	405	798	5282	13.328	13.096	13.551
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121204	8	0.013328	60	0	60-180	60	123	NoGap	None	1	14	2	3	0	distractor	1	472	764	6046	13.328	13.312	13.346
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121210	8	0.013328	60	0	60-180	60	151	NoGap	None	1	15	2	30	0	distractor	1	418	791	6837	13.328	12.952	13.684
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121217	8	0.013328	60	0	60-180	60	136	NoGap	None	1	16	2	0	0	distractor	1	412	794	7631	13.383	4.021	22.623
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121223	8	0.013328	60	0	60-180	60	170	NoGap	None	1	17	2	3	1	target	1	370	815	8446	13.328	13.079	13.578
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121229	8	0.013328	60	0	60-180	60	152	NoGap	None	1	18	2	1	1	target	1	339	831	9277	13.328	12.372	14.504
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121236	8	0.013328	60	0	60-180	60	158	NoGap	None	1	19	2	1	0	distractor	1	396	802	10079	13.328	10.822	15.835
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121243	8	0.013328	60	0	60-180	60	128	NoGap	None	1	20	2	1	1	target	1	609	696	10775	13.328	13.192	13.556
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121249	8	0.013328	60	0	60-180	60	132	NoGap	None	1	21	2	3	1	target	1	402	799	11574	13.328	13.079	13.566
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121254	8	0.013328	60	0	60-180	60	171	NoGap	None	1	22	2	30	1	target	1	375	813	12387	13.328	5.795	20.899
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121301	8	0.013328	60	0	60-180	60	158	NoGap	None	1	23	2	3	1	target	1	436	782	13169	13.328	10.292	16.376
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121308	8	0.013328	60	0	60-180	60	175	NoGap	None	1	24	2	1	0	distractor	1	330	835	14004	13.328	7.221	19.513
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121316	8	0.013328	60	0	60-180	60	101	NoGap	None	1	25	2	30	0	distractor	1	393	804	14808	13.328	10.616	16.146
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121323	8	0.013328	60	0	60-180	60	69	NoGap	None	1	26	2	1	1	target	1	591	705	15513	13.328	13.110	13.546
ProbeTrack15	9	ProbeTrack	15.0	SCS215a	20120209.120828	20120209.121328	8	0.013328	60	0	60-180	60	77	NoGap	None	1	27	2	30	0	distractor	1	452	774	16287	13.328	13.044	13.615
