exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162150	8	0.013327	60	0	60-180	60	114	NoGap	None	1	1	2	1	0	distractor	1	2081	0	0	13.381	13.310	13.346
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162416	8	0.013327	60	0	60-180	60	172	NoGap	None	1	2	2	1	1	target	1	1027	487	487	13.328	10.195	16.469
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162424	8	0.013327	60	0	60-180	60	89	NoGap	None	1	3	2	0	1	target	1	989	506	993	13.328	13.310	13.353
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162501	8	0.013327	60	0	60-180	60	168	NoGap	None	1	4	2	1	0	distractor	1	758	621	1614	13.328	13.307	13.346
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162510	8	0.013327	60	0	60-180	60	150	NoGap	None	1	5	2	0	1	target	1	517	742	2356	13.328	12.674	13.984
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162517	8	0.013327	60	0	60-180	60	103	NoGap	None	1	6	2	30	0	distractor	1	703	649	3005	13.328	11.497	15.189
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162523	8	0.013327	60	0	60-180	60	145	NoGap	None	1	7	2	3	0	distractor	1	716	642	3647	13.328	13.112	13.541
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162530	8	0.013327	60	0	60-180	60	126	NoGap	None	1	8	2	0	0	distractor	1	705	648	4295	13.328	9.266	17.391
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162536	8	0.013327	60	0	60-180	60	128	NoGap	None	1	9	2	0	1	target	1	523	739	5034	13.328	13.091	13.556
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162543	8	0.013327	60	0	60-180	60	95	NoGap	None	1	10	2	30	0	distractor	1	678	661	5695	13.328	11.160	15.504
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162549	8	0.013327	60	0	60-180	60	173	NoGap	None	1	11	2	30	0	distractor	1	608	696	6391	13.328	12.340	14.338
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162556	8	0.013327	60	0	60-180	60	69	NoGap	None	1	12	2	0	0	distractor	1	687	657	7048	13.328	13.272	13.384
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162602	8	0.013327	60	0	60-180	60	65	NoGap	None	1	13	2	3	0	distractor	1	560	720	7768	13.328	13.308	13.351
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162608	8	0.013327	60	0	60-180	60	126	NoGap	None	1	14	2	0	0	target	0	668	-1000	6768	13.328	12.063	14.608
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162614	8	0.013327	60	0	60-180	60	173	NoGap	None	1	15	2	3	1	target	1	793	604	7372	13.328	7.703	18.945
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162622	8	0.013327	60	0	60-180	60	152	NoGap	None	1	16	2	30	1	target	1	458	771	8143	13.328	13.308	13.347
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162629	8	0.013327	60	0	60-180	60	168	NoGap	None	1	17	2	3	0	distractor	1	540	730	8873	13.328	7.221	19.436
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162635	8	0.013327	60	0	60-180	60	107	NoGap	None	1	18	2	30	1	target	1	488	756	9629	13.328	11.642	15.015
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162642	8	0.013327	60	0	60-180	60	115	NoGap	None	1	19	2	3	1	target	1	446	777	10406	13.328	10.471	16.185
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162648	8	0.013327	60	0	60-180	60	131	NoGap	None	1	20	2	3	0	distractor	1	389	806	11212	13.328	13.310	13.346
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162654	8	0.013327	60	0	60-180	60	128	NoGap	None	1	21	2	30	0	distractor	1	494	753	11965	13.328	13.105	13.556
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162700	8	0.013327	60	0	60-180	60	96	NoGap	None	1	22	2	0	0	distractor	1	600	700	12665	13.328	7.593	19.055
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162706	8	0.013327	60	0	60-180	60	77	NoGap	None	1	23	2	1	0	distractor	1	567	717	13382	13.328	13.310	13.349
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162712	8	0.013327	60	0	60-180	60	113	NoGap	None	1	24	2	3	1	target	1	583	709	14091	13.328	8.454	18.200
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162718	8	0.013327	60	0	60-180	60	163	NoGap	None	1	25	2	1	0	distractor	1	486	757	14848	13.328	11.735	14.923
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162731	8	0.013327	60	0	60-180	60	154	NoGap	None	1	26	2	30	1	target	1	718	641	15489	13.328	13.309	13.353
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162738	8	0.013327	60	0	60-180	60	62	NoGap	None	1	27	2	0	0	distractor	1	510	745	16234	13.328	11.184	15.463
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162744	8	0.013327	60	0	60-180	60	120	NoGap	None	1	28	2	30	0	target	0	859	-1000	15234	13.374	2.974	26.656
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162752	8	0.013327	60	0	60-180	60	141	NoGap	None	1	29	2	3	1	distractor	0	701	-1000	14234	13.328	13.099	13.537
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162801	8	0.013327	60	0	60-180	60	178	NoGap	None	1	30	2	30	1	target	1	404	798	15032	13.328	12.612	14.053
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162811	8	0.013327	60	0	60-180	60	168	NoGap	None	1	31	2	1	1	target	1	545	728	15760	13.328	13.191	13.471
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162818	8	0.013327	60	0	60-180	60	131	NoGap	None	1	32	2	0	1	target	1	381	810	16570	13.328	13.279	13.377
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162825	8	0.013327	60	0	60-180	60	111	NoGap	None	1	33	2	3	0	distractor	1	570	715	17285	13.328	9.125	17.518
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162831	8	0.013327	60	0	60-180	60	133	NoGap	None	1	34	2	1	1	target	1	568	716	18001	13.328	13.087	13.549
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162838	8	0.013327	60	0	60-180	60	155	NoGap	None	1	35	2	1	1	target	1	579	711	18712	13.328	12.881	13.774
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162845	8	0.013327	60	0	60-180	60	74	NoGap	None	1	36	2	30	1	target	1	357	822	19534	13.328	13.309	13.344
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162852	8	0.013327	60	0	60-180	60	113	NoGap	None	1	37	2	1	1	target	1	395	803	20337	13.328	12.968	13.688
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162859	8	0.013327	60	0	60-180	60	161	NoGap	None	1	38	2	0	1	target	1	352	824	21161	13.328	13.090	13.549
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162906	8	0.013327	60	0	60-180	60	70	NoGap	None	1	39	2	1	0	distractor	1	656	672	21833	13.328	9.882	16.770
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.162141	20120216.162913	8	0.013327	60	0	60-180	60	151	NoGap	None	1	40	2	3	1	target	1	390	805	22638	13.328	13.091	13.566
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163046	8	0.013328	60	10	60-180	60	179	GapPrac	BigFlash	1	1	2	30	0	distractor	1	616	692	23330	13.367	12.880	13.783
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163056	8	0.013328	60	10	60-180	60	116	GapPrac	BigFlash	1	2	2	0	1	target	1	859	571	23901	13.328	12.874	13.784
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163105	8	0.013328	60	10	60-180	60	121	GapPrac	BigFlash	1	3	2	3	0	distractor	1	642	679	24580	13.328	12.871	13.785
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163112	8	0.013328	60	10	60-180	60	97	GapPrac	BigFlash	1	4	2	30	1	target	1	410	795	25375	13.328	13.098	13.554
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163119	8	0.013328	60	10	60-180	60	77	GapPrac	BigFlash	1	5	2	1	0	distractor	1	582	709	26084	13.328	12.904	13.771
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163125	8	0.013328	60	10	60-180	60	161	GapPrac	BigFlash	1	6	2	1	0	distractor	1	545	728	26812	13.328	13.099	13.568
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163132	8	0.013328	60	10	60-180	60	102	GapPrac	BigFlash	1	7	2	0	1	target	1	475	763	27575	13.328	13.172	13.493
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163138	8	0.013328	60	10	60-180	60	122	GapPrac	BigFlash	1	8	2	1	1	target	1	365	818	28393	13.328	13.138	13.527
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163144	8	0.013328	60	10	60-180	60	177	GapPrac	BigFlash	1	9	2	30	0	distractor	1	463	769	29162	13.328	13.104	13.542
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163152	8	0.013328	60	10	60-180	60	174	GapPrac	BigFlash	1	10	2	30	1	target	1	424	788	29950	13.328	12.957	13.698
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163159	8	0.013328	60	10	60-180	60	95	GapPrac	BigFlash	1	11	2	30	0	distractor	1	408	796	30746	13.328	12.859	13.798
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163206	8	0.013328	60	10	60-180	60	159	GapPrac	BigFlash	1	12	2	30	1	target	1	387	807	31553	13.328	13.307	13.348
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163213	8	0.013328	60	10	60-180	60	110	GapPrac	BigFlash	1	13	2	0	0	distractor	1	590	705	32258	13.328	12.936	13.721
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163219	8	0.013328	60	10	60-180	60	143	GapPrac	BigFlash	1	14	2	0	0	distractor	1	649	676	32934	13.328	12.896	13.762
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163226	8	0.013328	60	10	60-180	60	63	GapPrac	BigFlash	1	15	2	3	0	distractor	1	480	760	33694	13.328	12.859	13.792
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163232	8	0.013328	60	10	60-180	60	117	GapPrac	BigFlash	1	16	2	0	1	target	1	322	839	34533	13.328	12.890	13.768
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163239	8	0.013328	60	10	60-180	60	116	GapPrac	BigFlash	1	17	2	3	1	target	1	303	849	35382	13.328	12.874	13.791
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163246	8	0.013328	60	10	60-180	60	157	GapPrac	BigFlash	1	18	2	3	0	distractor	1	567	717	36099	13.328	13.119	13.538
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163252	8	0.013328	60	10	60-180	60	156	GapPrac	BigFlash	1	19	2	1	1	target	1	340	830	36929	13.328	13.091	13.569
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163036	20120216.163259	8	0.013328	60	10	60-180	60	134	GapPrac	BigFlash	1	20	2	3	1	target	1	336	832	37761	13.328	13.158	13.494
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163332	20120216.163342	8	0.013328	60	10	60-180	60	69	GapExp	BigFlash	1	1	2	3	0	distractor	1	547	727	38488	13.395	13.131	13.526
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163332	20120216.163350	8	0.013328	60	10	60-180	60	131	GapExp	BigFlash	1	2	2	30	1	target	1	493	754	39242	13.328	13.278	13.396
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163332	20120216.163357	8	0.013328	60	10	60-180	60	153	GapExp	BigFlash	1	3	2	3	1	target	1	348	826	40068	13.328	13.297	13.350
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163332	20120216.163404	8	0.013328	60	10	60-180	60	83	GapExp	BigFlash	1	4	2	1	0	distractor	1	514	743	40811	13.328	13.084	13.582
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163332	20120216.163410	8	0.013328	60	10	60-180	60	131	GapExp	BigFlash	1	5	2	0	0	distractor	1	465	768	41579	13.328	13.309	13.346
ProbeTrack15	11	ProbeTrack	15.0	SCS215a	20120216.163332	20120216.163416	8	0.013328	60	10	60-180	60	112	GapExp	BigFlash	1	6	2	0	1	target	1	409	796	42375	13.328	13.133	13.516
