exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162236	8	0.013336	60	0	60-180	60	89	NoGap	None	1	1	2	30	0	distractor	1	690	655	655	13.382	8.669	17.988
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162501	8	0.013336	60	0	60-180	60	157	NoGap	None	1	2	2	0	0	distractor	1	426	787	1442	13.328	13.304	13.354
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162524	8	0.013336	60	0	60-180	60	172	NoGap	None	1	3	2	1	1	target	1	425	788	2230	13.328	13.309	13.348
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162532	8	0.013336	60	0	60-180	60	79	NoGap	None	1	4	2	1	0	distractor	1	354	823	3053	13.328	13.305	13.348
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162538	8	0.013336	60	0	60-180	60	164	NoGap	None	1	5	2	30	1	distractor	0	297	-1000	2053	13.328	13.092	13.558
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162545	8	0.013336	60	0	60-180	60	104	NoGap	None	1	6	2	30	0	distractor	1	434	783	2836	13.328	13.268	13.389
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162552	8	0.013336	60	0	60-180	60	96	NoGap	None	1	7	2	3	1	distractor	0	403	-1000	1836	13.328	13.312	13.347
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162558	8	0.013336	60	0	60-180	60	158	NoGap	None	1	8	2	0	1	target	1	357	822	2658	13.328	9.156	17.500
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162605	8	0.013336	60	0	60-180	60	126	NoGap	None	1	9	2	30	0	distractor	1	429	786	3444	13.328	13.101	13.558
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162611	8	0.013336	60	0	60-180	60	76	NoGap	None	1	10	2	1	0	distractor	1	474	763	4207	13.328	12.234	14.407
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162616	8	0.013336	60	0	60-180	60	145	NoGap	None	1	11	2	1	1	target	1	309	846	5053	13.328	13.304	13.345
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162623	8	0.013336	60	0	60-180	60	177	NoGap	None	1	12	2	30	1	target	1	355	823	5876	13.328	12.586	14.077
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162631	8	0.013336	60	0	60-180	60	160	NoGap	None	1	13	2	1	0	distractor	1	384	808	6684	13.328	9.672	16.978
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162638	8	0.013336	60	0	60-180	60	144	NoGap	None	1	14	2	0	0	distractor	1	550	725	7409	13.328	13.100	13.551
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162645	8	0.013336	60	0	60-180	60	84	NoGap	None	1	15	2	1	1	target	1	310	845	8254	13.328	7.517	19.155
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162651	8	0.013336	60	0	60-180	60	96	NoGap	None	1	16	2	0	0	distractor	1	484	758	9012	13.328	8.027	18.624
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162657	8	0.013336	60	0	60-180	60	131	NoGap	None	1	17	2	1	0	distractor	1	466	767	9779	13.328	11.079	15.563
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162703	8	0.013336	60	0	60-180	60	117	NoGap	None	1	18	2	0	0	distractor	1	509	746	10525	13.385	9.882	26.422
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162709	8	0.013336	60	0	60-180	60	105	NoGap	None	1	19	2	3	1	distractor	0	416	-1000	9525	13.328	13.309	13.343
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162716	8	0.013336	60	0	60-180	60	145	NoGap	None	1	20	2	0	1	target	1	482	759	10284	13.328	12.885	13.785
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162722	8	0.013336	60	0	60-180	60	179	NoGap	None	1	21	2	3	0	distractor	1	625	688	10972	13.328	9.713	17.094
ProbeTrack15	4	ProbeTrack	15.0	SCS215a	20120202.162211	20120202.162729	8	0.013336	60	0	60-180	60	145	NoGap	None	1	22	2	0	1	target	1	333	834	11806	13.328	13.309	13.352
