exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122548	8	0.013328	60	0	60-180	60	102	NoGap	None	1	1	2	30	1	target	1	729	636	636	13.375	13.088	13.561
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122750	8	0.013328	60	0	60-180	60	153	NoGap	None	1	2	2	3	0	distractor	1	430	785	1421	13.328	4.342	22.305
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122809	8	0.013328	60	0	60-180	60	79	NoGap	None	1	3	2	3	1	target	1	449	776	2197	13.328	7.430	19.221
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122815	8	0.013328	60	0	60-180	60	94	NoGap	None	1	4	2	3	1	distractor	0	447	-1000	1197	13.328	10.712	15.946
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122822	8	0.013328	60	0	60-180	60	78	NoGap	None	1	5	2	0	0	distractor	1	527	737	1934	13.328	12.710	14.004
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122828	8	0.013328	60	0	60-180	60	97	NoGap	None	1	6	2	1	0	distractor	1	497	752	2686	13.328	11.014	15.649
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122834	8	0.013328	60	0	60-180	60	139	NoGap	None	1	7	2	30	1	target	1	412	794	3480	13.328	13.305	13.349
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122841	8	0.013328	60	0	60-180	60	85	NoGap	None	1	8	2	30	0	distractor	1	520	740	4220	13.386	13.063	26.651
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122847	8	0.013328	60	0	60-180	60	165	NoGap	None	1	9	2	3	1	target	1	368	816	5036	13.830	9.934	53.321
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122854	8	0.013328	60	0	60-180	60	77	NoGap	None	1	10	2	30	0	distractor	1	495	753	5789	13.328	13.094	13.520
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122900	8	0.013328	60	0	60-180	60	96	NoGap	None	1	11	2	0	1	target	1	389	806	6595	13.328	7.379	19.274
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122908	8	0.013328	60	0	60-180	60	157	NoGap	None	1	12	2	1	0	distractor	1	395	803	7398	13.328	11.960	14.682
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122914	8	0.013328	60	0	60-180	60	111	NoGap	None	1	13	2	30	1	target	1	466	767	8165	13.328	12.346	14.273
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122921	8	0.013328	60	0	60-180	60	91	NoGap	None	1	14	2	1	0	distractor	1	488	756	8921	13.328	13.095	13.523
ProbeTrack15	2	ProbeTrack	15.0	SCS215b	20120202.122523	20120202.122927	8	0.013328	60	0	60-180	60	114	NoGap	None	1	15	2	3	0	distractor	1	426	787	9708	13.328	11.683	14.925
