exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160245	8	0.013328	60	0	60-180	60	116	NoGap	None	1	1	2	3	0	target	0	1947	-1000	-1000	13.380	13.095	13.560
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160509	8	0.013328	60	0	60-180	60	159	NoGap	None	1	2	2	3	1	distractor	0	3243	-1000	-2000	13.328	12.906	13.752
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160529	8	0.013328	60	0	60-180	60	113	NoGap	None	1	3	2	30	1	target	1	839	581	-1419	13.328	12.851	13.792
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160540	8	0.013328	60	0	60-180	60	92	NoGap	None	1	4	2	3	1	target	1	654	673	-746	13.328	13.092	13.572
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160550	8	0.013328	60	0	60-180	60	170	NoGap	None	1	5	2	0	1	target	1	570	715	-31	13.328	12.871	13.791
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160600	8	0.013328	60	0	60-180	60	73	NoGap	None	1	6	2	0	1	target	1	746	627	596	13.328	13.090	13.565
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160606	8	0.013328	60	0	60-180	60	80	NoGap	None	1	7	2	3	1	target	1	422	789	1385	13.328	12.935	13.726
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160611	8	0.013328	60	0	60-180	60	143	NoGap	None	1	8	2	30	0	distractor	1	508	746	2131	13.328	12.841	13.813
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160618	8	0.013328	60	0	60-180	60	142	NoGap	None	1	9	2	0	0	distractor	1	549	726	2857	13.328	12.863	13.795
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160625	8	0.013328	60	0	60-180	60	142	NoGap	None	1	10	2	30	0	distractor	1	556	722	3579	13.328	12.873	13.798
ProbeTrack15	8	ProbeTrack	15.0	SCS215b	20120207.160241	20120207.160632	8	0.013328	60	0	60-180	60	170	NoGap	None	1	11	2	0	0	distractor	1	599	701	4280	13.328	12.844	13.818
