exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121411	8	0.013321	60	0	60-180	60	155	NoGap	None	1	1	2	1	1	target	1	883	559	559	13.373	13.099	13.552
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121431	8	0.013321	60	0	60-180	60	114	NoGap	None	1	2	2	0	0	distractor	1	839	581	1140	13.328	12.876	13.802
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121447	8	0.013321	60	0	60-180	60	108	NoGap	None	1	3	2	30	1	distractor	0	681	-1000	140	13.328	12.908	13.764
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121458	8	0.013321	60	0	60-180	60	102	NoGap	None	1	4	2	1	1	target	1	589	706	846	13.328	12.858	13.786
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121507	8	0.013321	60	0	60-180	60	157	NoGap	None	1	5	2	1	1	distractor	0	445	-1000	-154	13.328	12.842	13.820
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121514	8	0.013321	60	0	60-180	60	67	NoGap	None	1	6	2	3	0	distractor	1	779	611	457	13.328	12.876	13.784
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121521	8	0.013321	60	0	60-180	60	95	NoGap	None	1	7	2	1	0	distractor	1	608	696	1153	13.328	12.994	13.655
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121527	8	0.013321	60	0	60-180	60	86	NoGap	None	1	8	2	3	1	target	1	476	762	1915	13.328	12.960	13.694
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121533	8	0.013321	60	0	60-180	60	109	NoGap	None	1	9	2	30	0	distractor	1	627	687	2602	13.328	12.855	13.820
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121540	8	0.013321	60	0	60-180	60	104	NoGap	None	1	10	2	3	1	target	1	497	752	3354	13.328	12.847	13.799
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121546	8	0.013321	60	0	60-180	60	154	NoGap	None	1	11	2	1	0	distractor	1	577	712	4066	13.328	12.904	13.760
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121554	8	0.013321	60	0	60-180	60	90	NoGap	None	1	12	2	30	0	distractor	1	616	692	4758	13.328	13.149	13.510
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121600	8	0.013321	60	0	60-180	60	75	NoGap	None	1	13	2	0	1	target	1	698	651	5409	13.328	13.111	13.552
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121606	8	0.013321	60	0	60-180	60	136	NoGap	None	1	14	2	30	0	distractor	1	481	760	6169	13.328	12.884	13.757
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121613	8	0.013321	60	0	60-180	60	137	NoGap	None	1	15	2	30	1	target	1	458	771	6940	13.328	12.872	13.805
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121620	8	0.013321	60	0	60-180	60	172	NoGap	None	1	16	2	3	0	distractor	1	491	755	7695	13.374	12.872	27.004
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121627	8	0.013321	60	0	60-180	60	65	NoGap	None	1	17	2	1	0	distractor	1	599	701	8396	13.328	13.182	13.471
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121632	8	0.013321	60	0	60-180	60	128	NoGap	None	1	18	2	0	0	distractor	1	807	597	8993	13.328	13.300	13.364
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121639	8	0.013321	60	0	60-180	60	175	NoGap	None	1	19	2	30	1	target	1	588	706	9699	13.328	12.866	13.789
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121646	8	0.013321	60	0	60-180	60	167	NoGap	None	1	20	2	1	0	target	0	899	-1000	8699	13.328	12.898	13.771
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121654	8	0.013321	60	0	60-180	60	63	NoGap	None	1	21	2	0	0	distractor	1	575	713	9412	13.328	12.912	13.748
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121659	8	0.013321	60	0	60-180	60	63	NoGap	None	1	22	2	0	0	distractor	1	767	617	10029	13.328	13.119	13.537
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121705	8	0.013321	60	0	60-180	60	158	NoGap	None	1	23	2	1	1	target	1	544	728	10757	13.328	13.121	13.542
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121712	8	0.013321	60	0	60-180	60	108	NoGap	None	1	24	2	0	1	target	1	617	692	11449	13.328	12.865	13.793
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121718	8	0.013321	60	0	60-180	60	96	NoGap	None	1	25	2	1	0	distractor	1	655	673	12122	13.328	12.953	13.690
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121724	8	0.013321	60	0	60-180	60	102	NoGap	None	1	26	2	30	1	target	1	597	702	12824	13.328	12.897	13.759
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121731	8	0.013321	60	0	60-180	60	82	NoGap	None	1	27	2	3	1	target	1	410	795	13619	13.328	12.840	13.823
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121737	8	0.013321	60	0	60-180	60	93	NoGap	None	1	28	2	3	1	target	1	458	771	14390	13.328	13.306	13.346
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121743	8	0.013321	60	0	60-180	60	110	NoGap	None	1	29	2	0	1	target	1	540	730	15120	13.328	12.833	13.819
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121750	8	0.013321	60	0	60-180	60	97	NoGap	None	1	30	2	3	1	target	1	590	705	15825	13.328	12.919	13.723
ProbeTrack15	12	ProbeTrack	15.0	SCS215a	20120501.121331	20120501.121756	8	0.013321	60	0	60-180	60	86	NoGap	None	1	31	2	0	1	target	1	452	774	16599	13.328	13.299	13.349
