exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	gaptype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.135754	8	0.013328	60	0	60-180	60	66	NoGap	None	1	1	2	1	0	target	0	648	-1000	-1000	13.397	13.305	13.345
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140004	8	0.013328	60	0	60-180	60	143	NoGap	None	1	2	2	0	1	target	1	520	740	-260	13.328	12.962	13.700
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140027	8	0.013328	60	0	60-180	60	124	NoGap	None	1	3	2	3	1	distractor	0	531	-1000	-1260	13.328	13.305	13.347
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140035	8	0.013328	60	0	60-180	60	61	NoGap	None	1	4	2	30	1	target	1	394	803	-457	13.328	13.308	13.345
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140042	8	0.013328	60	0	60-180	60	65	NoGap	None	1	5	2	30	0	distractor	1	514	743	286	13.328	13.281	13.364
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140049	8	0.013328	60	0	60-180	60	91	NoGap	None	1	6	2	30	0	distractor	1	427	787	1073	13.328	13.307	13.345
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140056	8	0.013328	60	0	60-180	60	136	NoGap	None	1	7	2	0	1	target	1	470	765	1838	13.328	12.896	13.760
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140102	8	0.013328	60	0	60-180	60	143	NoGap	None	1	8	2	3	0	distractor	1	495	753	2591	13.328	13.306	13.345
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140109	8	0.013328	60	0	60-180	60	77	NoGap	None	1	9	2	1	0	distractor	1	660	670	3261	13.328	13.279	13.371
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140115	8	0.013328	60	0	60-180	60	73	NoGap	None	1	10	2	0	0	distractor	1	401	800	4061	13.328	13.312	13.345
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140120	8	0.013328	60	0	60-180	60	163	NoGap	None	1	11	2	30	1	target	1	357	822	4883	13.328	12.854	13.788
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140127	8	0.013328	60	0	60-180	60	99	NoGap	None	1	12	2	1	0	distractor	1	554	723	5606	13.328	12.878	13.763
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140134	8	0.013328	60	0	60-180	60	170	NoGap	None	1	13	2	30	0	distractor	1	342	829	6435	13.328	12.838	13.710
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140143	8	0.013328	60	0	60-180	60	94	NoGap	None	1	14	2	1	0	distractor	1	541	730	7165	13.328	13.306	13.350
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140149	8	0.013328	60	0	60-180	60	99	NoGap	None	1	15	2	0	1	target	1	478	761	7926	13.328	13.307	13.348
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140156	8	0.013328	60	0	60-180	60	134	NoGap	None	1	16	2	1	1	target	1	427	787	8713	13.437	12.859	26.910
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140203	8	0.013328	60	0	60-180	60	122	NoGap	None	1	17	2	30	0	distractor	1	249	876	9589	13.328	13.099	13.566
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140210	8	0.013328	60	0	60-180	60	179	NoGap	None	1	18	2	30	1	target	1	345	828	10417	13.328	13.100	13.558
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140217	8	0.013328	60	0	60-180	60	142	NoGap	None	1	19	2	0	1	target	1	333	834	11251	13.328	12.955	13.695
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140224	8	0.013328	60	0	60-180	60	150	NoGap	None	1	20	2	1	0	distractor	1	525	738	11989	13.328	13.091	13.564
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140230	8	0.013328	60	0	60-180	60	145	NoGap	None	1	21	2	3	1	target	1	477	762	12751	13.328	12.943	13.706
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140237	8	0.013328	60	0	60-180	60	90	NoGap	None	1	22	2	3	1	target	1	453	774	13525	13.328	12.851	13.807
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140242	8	0.013328	60	0	60-180	60	108	NoGap	None	1	23	2	3	1	target	1	357	822	14347	13.328	12.888	13.793
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140249	8	0.013328	60	0	60-180	60	76	NoGap	None	1	24	2	30	0	distractor	1	407	797	15144	13.328	13.110	13.549
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140254	8	0.013328	60	0	60-180	60	171	NoGap	None	1	25	2	1	1	distractor	0	384	-1000	14144	13.328	12.952	13.731
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140301	8	0.013328	60	0	60-180	60	151	NoGap	None	1	26	2	3	0	distractor	1	379	811	14955	13.328	12.900	13.756
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140308	8	0.013328	60	0	60-180	60	148	NoGap	None	1	27	2	3	0	distractor	1	396	802	15757	13.328	13.070	13.584
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140314	8	0.013328	60	0	60-180	60	173	NoGap	None	1	28	2	3	0	distractor	1	394	803	16560	13.328	12.956	13.707
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140321	8	0.013328	60	0	60-180	60	168	NoGap	None	1	29	2	0	0	target	0	457	-1000	15560	13.328	12.884	13.772
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140328	8	0.013328	60	0	60-180	60	178	NoGap	None	1	30	2	0	0	distractor	1	373	814	16374	13.328	12.966	13.702
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140335	8	0.013328	60	0	60-180	60	121	NoGap	None	1	31	2	0	0	distractor	1	405	798	17172	13.328	13.113	13.509
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140341	8	0.013328	60	0	60-180	60	78	NoGap	None	1	32	2	0	0	distractor	1	373	814	17986	13.328	13.097	13.548
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140346	8	0.013328	60	0	60-180	60	92	NoGap	None	1	33	2	3	0	distractor	1	313	844	18830	13.328	12.872	13.785
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140352	8	0.013328	60	0	60-180	60	108	NoGap	None	1	34	2	1	1	target	1	594	703	19533	13.328	12.896	13.769
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140358	8	0.013328	60	0	60-180	60	99	NoGap	None	1	35	2	30	1	target	1	530	735	20268	13.328	13.301	13.350
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140404	8	0.013328	60	0	60-180	60	92	NoGap	None	1	36	2	1	1	target	1	445	778	21046	13.328	13.269	13.377
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140410	8	0.013328	60	0	60-180	60	110	NoGap	None	1	37	2	1	1	target	1	546	727	21773	13.328	12.895	13.762
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140416	8	0.013328	60	0	60-180	60	63	NoGap	None	1	38	2	0	1	target	1	471	765	22538	13.328	13.309	13.347
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140423	8	0.013328	60	0	60-180	60	141	NoGap	None	1	39	2	30	1	target	1	365	818	23356	13.328	12.968	13.702
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.135637	20120508.140429	8	0.013328	60	0	60-180	60	170	NoGap	None	1	40	2	3	1	target	1	393	804	24160	13.328	13.170	13.464
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140542	8	0.013327	60	10	60-180	60	111	GapPrac	Blank	1	1	2	1	0	distractor	1	574	713	24873	13.383	13.306	13.346
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140551	8	0.013327	60	10	60-180	60	76	GapPrac	Blank	1	2	2	30	1	distractor	0	784	-1000	23873	13.328	13.308	13.344
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140557	8	0.013327	60	10	60-180	60	90	GapPrac	Blank	1	3	2	3	0	distractor	1	512	744	24617	13.328	13.306	13.359
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140603	8	0.013327	60	10	60-180	60	73	GapPrac	Blank	1	4	2	1	1	target	1	621	690	25307	13.328	13.306	13.348
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140610	8	0.013327	60	10	60-180	60	65	GapPrac	Blank	1	5	2	1	1	distractor	0	534	-1000	24307	13.328	13.309	13.348
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140615	8	0.013327	60	10	60-180	60	104	GapPrac	Blank	1	6	2	30	1	target	1	411	795	25102	13.328	12.949	13.715
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140631	8	0.013327	60	10	60-180	60	159	GapPrac	Blank	1	7	2	0	1	target	1	502	749	25851	13.328	13.098	13.536
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140641	8	0.013327	60	10	60-180	60	126	GapPrac	Blank	1	8	2	30	0	distractor	1	546	727	26578	13.328	13.244	13.411
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140648	8	0.013327	60	10	60-180	60	76	GapPrac	Blank	1	9	2	3	1	target	1	552	724	27302	13.328	13.106	13.557
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140654	8	0.013327	60	10	60-180	60	117	GapPrac	Blank	1	10	2	30	1	target	1	562	719	28021	13.424	12.857	26.991
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140702	8	0.013327	60	10	60-180	60	128	GapPrac	Blank	1	11	2	0	0	distractor	1	515	743	28764	13.328	13.310	13.345
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140711	8	0.013327	60	10	60-180	60	177	GapPrac	Blank	1	12	2	0	0	distractor	1	586	707	29471	13.328	13.308	13.351
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140719	8	0.013327	60	10	60-180	60	148	GapPrac	Blank	1	13	2	30	0	distractor	1	721	640	30111	13.328	13.304	13.349
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140727	8	0.013327	60	10	60-180	60	63	GapPrac	Blank	1	14	2	1	0	distractor	1	564	718	30829	13.328	12.960	13.722
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140733	8	0.013327	60	10	60-180	60	108	GapPrac	Blank	1	15	2	3	0	distractor	1	530	735	31564	13.328	13.307	13.347
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140739	8	0.013327	60	10	60-180	60	144	GapPrac	Blank	1	16	2	0	1	target	1	497	752	32316	13.328	13.304	13.353
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140746	8	0.013327	60	10	60-180	60	107	GapPrac	Blank	1	17	2	1	1	target	1	564	718	33034	13.328	13.298	13.350
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140752	8	0.013327	60	10	60-180	60	134	GapPrac	Blank	1	18	2	3	0	distractor	1	464	768	33802	13.328	13.308	13.346
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140801	8	0.013327	60	10	60-180	60	143	GapPrac	Blank	1	19	2	3	1	target	1	550	725	34527	13.328	13.271	13.372
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140528	20120508.140809	8	0.013327	60	10	60-180	60	135	GapPrac	Blank	1	20	2	1	0	target	0	620	-1000	33527	13.328	13.095	13.554
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140830	20120508.140849	8	0.013328	60	10	60-180	60	135	GapExp	Blank	1	1	2	1	0	distractor	1	593	704	34231	13.378	11.323	15.352
ProbeTrack15	16	ProbeTrack	15.0	SCS215a	20120508.140830	20120508.140856	8	0.013328	60	10	60-180	60	165	GapExp	Blank	1	2	2	0	0	distractor	1	523	739	34970	13.328	9.502	17.141
