exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.444631	8	0.013328	60	0	60-180	60	90	NoGap	1	1	4	96	1	target	1	2199	13.328	13.324	13.331
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.445445	8	0.013328	60	0	60-180	60	164	NoGap	1	2	4	96	0	target	0	773	13.328	13.311	13.344
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.445578	8	0.013328	60	0	60-180	60	121	NoGap	1	3	4	3	0	distractor	1	1186	13.328	13.322	13.333
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.445670	8	0.013328	60	0	60-180	60	155	NoGap	1	4	4	6	1	target	1	800	13.328	13.324	13.333
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.445784	8	0.013328	60	0	60-180	60	130	NoGap	1	5	4	96	0	target	0	600	13.328	13.318	13.339
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.445885	8	0.013328	60	0	60-180	60	118	NoGap	1	6	4	3	1	target	1	587	13.328	13.325	13.332
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.445961	8	0.013328	60	0	60-180	60	165	NoGap	1	7	4	3	1	target	1	573	13.328	13.324	13.331
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446042	8	0.013328	60	0	60-180	60	99	NoGap	1	8	4	96	1	target	1	414	13.328	13.323	13.334
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446133	8	0.013328	60	0	60-180	60	74	NoGap	1	9	4	6	0	distractor	1	800	13.328	13.325	13.331
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446214	8	0.013328	60	0	60-180	60	80	NoGap	1	10	4	6	1	target	1	613	13.328	13.324	13.331
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446283	8	0.013328	60	0	60-180	60	155	NoGap	1	11	4	0	0	distractor	1	573	13.328	13.324	13.333
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446366	8	0.013328	60	0	60-180	60	72	NoGap	1	12	4	6	0	distractor	1	733	13.328	13.324	13.334
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446438	8	0.013328	60	0	60-180	60	156	NoGap	1	13	4	0	0	distractor	1	547	13.328	13.325	13.330
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446520	8	0.013328	60	0	60-180	60	160	NoGap	1	14	4	0	0	distractor	1	427	13.328	13.323	13.333
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446598	8	0.013328	60	0	60-180	60	93	NoGap	1	15	4	96	1	target	1	467	13.328	13.325	13.331
ProbeTrack7	23	ProbeTrack	1406	SCS215g	733718.444601	733718.446681	8	0.013328	60	0	60-180	60	168	NoGap	1	16	4	3	0	distractor	1	533	13.328	13.325	13.332
